DrivingStyle,Accuracy,F1,CV_Mean_Acc,CV_Std_Acc
Aggressive,0.6415094339622641,0.6984126984126984,0.5586357039187227,0.07881187401727609
Cautious,0.5102040816326531,0.5862068965517241,0.4775510204081632,0.10997709049230597
Balanced,0.5636363636363636,0.6129032258064516,0.5562289562289562,0.10123342316338851
