Year,Circuit,DriverNumber,DrivingStyle,CircuitType,LapTime_AvgPace,LapTime_PaceConsistency,LapTime_PeakPace,SectorBalance,PointsFinish
2022,Baku,22,Cautious,HighSpeed,113.09613999999999,10.106717580169441,107.55533333333334,-6.13461,0
2022,Baku,23,Aggressive,HighSpeed,113.06302000000001,9.199303498197374,107.966,-6.57814,0
2022,Baku,23,Balanced,HighSpeed,113.06302000000001,9.199303498197374,107.966,-6.57814,0
2022,Baku,24,Aggressive,HighSpeed,114.38252173913044,9.118920547909125,108.723,-6.098673913043478,0
2022,Baku,24,Balanced,HighSpeed,114.38252173913044,9.085578862056508,108.723,-6.098673913043478,0
2022,Baku,31,Aggressive,HighSpeed,112.82598039215686,8.870009776659627,108.29699999999998,-7.1148235294117645,1
2022,Baku,31,Balanced,HighSpeed,112.82598039215686,8.870009776659627,108.29699999999998,-7.1148235294117645,1
2022,Baku,44,Aggressive,HighSpeed,112.11019607843136,9.87115526751442,107.044,-6.291754901960784,1
2022,Baku,44,Balanced,HighSpeed,112.11019607843137,9.873466742845844,107.044,-6.291754901960784,1
2022,Baku,47,Aggressive,HighSpeed,113.8676,9.121685583201593,108.45733333333334,-6.326960000000001,0
2022,Baku,47,Balanced,HighSpeed,113.8676,9.10636788039855,108.41000000000001,-6.32696,0
2022,Baku,55,Aggressive,HighSpeed,109.80574999999999,1.7437094538868683,108.978,-6.957437499999998,0
2022,Baku,55,Balanced,HighSpeed,109.80574999999999,1.7437094538868683,108.978,-6.957437499999998,0
2022,Baku,55,Cautious,HighSpeed,109.80575,1.8445838671248154,109.01233333333334,-6.957437499999999,0
2022,Baku,63,Aggressive,HighSpeed,111.60658823529411,9.68945184611548,107.177,-6.108303921568628,1
2022,Baku,63,Balanced,HighSpeed,111.60658823529413,9.693422119523689,107.177,-6.108303921568627,1
2022,Baku,77,Aggressive,HighSpeed,113.0307,8.965134731934874,108.17900000000002,-6.785829999999999,0
2022,Baku,77,Balanced,HighSpeed,113.0307,8.95013031182575,108.17900000000002,-6.785829999999999,0
2022,Barcelona,1,Aggressive,Technical,88.49204545454545,3.8267739610924676,85.456,2.987878787878788,1
2022,Barcelona,1,Balanced,Technical,88.49204545454545,3.8306570406923175,85.456,2.987878787878788,1
2022,Barcelona,1,Cautious,Technical,88.49204545454546,3.835527553836458,85.53866666666666,2.9878787878787882,1
2022,Barcelona,3,Aggressive,Technical,90.46387692307692,4.072367685395343,87.28500000000001,3.1726692307692304,0
2022,Barcelona,3,Cautious,Technical,90.46387692307692,4.072367685395343,87.28500000000001,3.1726692307692304,0
2022,Barcelona,4,Aggressive,Technical,89.75318181818182,4.164546133630393,85.61899999999999,3.095727272727273,1
2022,Barcelona,4,Cautious,Technical,89.75318181818182,4.164546133630393,85.61899999999999,3.095727272727273,1
2022,Barcelona,5,Aggressive,Technical,90.26304615384615,3.500557366166466,87.705,2.943230769230769,0
2022,Barcelona,5,Balanced,Technical,90.26304615384615,3.514204815062939,87.83266666666667,2.943230769230769,0
2022,Barcelona,5,Cautious,Technical,90.26304615384615,3.514204815062939,87.83266666666667,2.943230769230769,0
2022,Barcelona,6,Aggressive,Technical,91.32704687500001,4.295042979005974,87.246,3.2127031250000004,0
2022,Barcelona,6,Balanced,Technical,91.327046875,4.317708270836923,87.54066666666667,3.212703125,0
2022,Barcelona,6,Cautious,Technical,91.32704687500001,4.295042979005974,87.246,3.2127031250000004,0
2022,Barcelona,10,Aggressive,Technical,90.48341538461538,4.437151957807636,86.98700000000001,3.122023076923077,0
2022,Barcelona,10,Cautious,Technical,90.48341538461538,4.437151957807636,86.98700000000001,3.122023076923077,0
2022,Barcelona,11,Aggressive,Technical,88.69010606060606,3.9461045665459897,84.108,3.0547954545454545,1
2022,Barcelona,11,Balanced,Technical,88.69010606060606,3.9461045665459897,84.108,3.0547954545454545,1
2022,Barcelona,11,Cautious,Technical,88.69010606060606,3.9703140241190713,85.12966666666667,3.0547954545454545,1
2022,Barcelona,14,Aggressive,Technical,89.9588,4.256412504974114,86.66633333333334,3.0411384615384613,1
2022,Barcelona,14,Cautious,Technical,89.9588,4.239882685227992,86.60300000000001,3.0411384615384613,1
2022,Barcelona,16,Aggressive,Technical,89.69103703703703,5.175966708075056,87.03000000000002,3.036259259259259,0
2022,Barcelona,16,Balanced,Technical,89.69103703703703,5.250089336100583,87.14133333333332,3.036259259259259,0
2022,Barcelona,16,Cautious,Technical,89.69103703703703,5.200324333002096,87.08533333333332,3.036259259259259,0
2022,Barcelona,18,Aggressive,Technical,90.8124,4.825782496857559,86.88933333333334,2.945530769230769,0
2022,Barcelona,18,Balanced,Technical,90.8124,4.825782496857559,86.88933333333334,2.945530769230769,0
2022,Barcelona,20,Aggressive,Technical,91.455171875,7.013341569120959,87.53699999999999,3.362375,0
2022,Barcelona,20,Balanced,Technical,91.45517187499999,7.015173446276153,87.53699999999999,3.362375,0
2022,Barcelona,22,Aggressive,Technical,90.01723076923076,4.143320709916525,86.82800000000002,3.0142,1
2022,Barcelona,22,Cautious,Technical,90.01723076923076,4.143320709916525,86.82800000000002,3.0142,1
2022,Barcelona,23,Aggressive,Technical,92.043796875,4.771459814518506,88.35166666666667,3.163421875,0
2022,Barcelona,23,Cautious,Technical,92.043796875,4.771459814518506,88.35166666666667,3.163421875,0
2022,Barcelona,24,Aggressive,Technical,91.98467857142857,5.291442773248062,88.415,3.2675178571428574,0
2022,Barcelona,24,Balanced,Technical,91.98467857142857,5.291442773248062,88.415,3.2675178571428574,0
2022,Barcelona,31,Aggressive,Technical,89.63442424242423,3.9408770007246794,85.935,3.0620984848484847,1
2022,Barcelona,31,Balanced,Technical,89.63442424242425,3.9610350708664503,86.10933333333332,3.0620984848484847,1
2022,Barcelona,31,Cautious,Technical,89.63442424242425,3.9458876537347614,86.01466666666666,3.0620984848484847,1
2022,Barcelona,44,Aggressive,Technical,89.31831818181817,5.7128416564849624,84.253,3.144196969696969,1
2022,Barcelona,44,Balanced,Technical,89.31831818181819,5.725909553826212,84.53733333333334,3.1441969696969694,1
2022,Barcelona,44,Cautious,Technical,89.31831818181819,5.725909553826212,84.53733333333334,3.1441969696969694,1
2022,Barcelona,47,Aggressive,Technical,90.52181538461538,3.4053499799089395,87.447,3.1700153846153847,0
2022,Barcelona,47,Balanced,Technical,90.52181538461538,3.4147648443775904,87.516,3.1700153846153847,0
2022,Barcelona,47,Cautious,Technical,90.52181538461538,3.4147648443775904,87.516,3.1700153846153847,0
2022,Barcelona,55,Aggressive,Technical,89.17701515151515,4.349468372266913,85.985,3.15294696969697,1
2022,Barcelona,55,Cautious,Technical,89.17701515151515,4.349468372266913,85.985,3.15294696969697,1
2022,Barcelona,63,Aggressive,Technical,88.9909393939394,3.668747625143679,84.636,2.987181818181818,1
2022,Barcelona,63,Cautious,Technical,88.9909393939394,3.668747625143679,84.636,2.987181818181818,1
2022,Barcelona,77,Aggressive,Technical,89.40077272727272,3.3642452602331465,86.395,3.0575151515151515,1
2022,Barcelona,77,Balanced,Technical,89.40077272727272,3.366376552977945,86.395,3.0575151515151515,1
2022,Barcelona,77,Cautious,Technical,89.40077272727272,3.3857422537888042,87.01466666666666,3.0575151515151515,1
2022,Hungaroring,1,Aggressive,Technical,85.37017142857144,5.610332644824767,82.126,-2.56555,1
2022,Hungaroring,1,Balanced,Technical,85.37017142857144,5.615357574309302,82.126,-2.56555,1
2022,Hungaroring,1,Cautious,Technical,85.37017142857144,5.6254480722486635,82.12666666666667,-2.56555,1
2022,Hungaroring,3,Aggressive,Technical,87.13549275362318,6.064407441471102,83.59,-2.6489347826086957,0
2022,Hungaroring,3,Cautious,Technical,87.13549275362318,6.063358870971101,83.59,-2.6489347826086957,0
2022,Hungaroring,4,Aggressive,Technical,86.48874285714285,5.937524463505155,83.043,-2.78375,1
2022,Hungaroring,4,Cautious,Technical,86.48874285714285,5.937524463505155,83.043,-2.78375,1
2022,Hungaroring,5,Aggressive,Technical,86.7701884057971,5.956229675711706,82.824,-2.550369565217391,1
2022,Hungaroring,5,Balanced,Technical,86.7701884057971,5.988986456221515,82.86966666666666,-2.550369565217391,1
2022,Hungaroring,5,Cautious,Technical,86.7701884057971,5.959842796866382,82.824,-2.550369565217391,1
2022,Hungaroring,6,Aggressive,Technical,87.75230434782608,6.8356510495343725,82.478,-2.4660289855072466,0
2022,Hungaroring,6,Balanced,Technical,87.75230434782608,6.8439618745484685,82.586,-2.4660289855072466,0
2022,Hungaroring,6,Cautious,Technical,87.75230434782608,6.8356510495343725,82.478,-2.4660289855072466,0
2022,Hungaroring,10,Aggressive,Technical,87.06814492753622,6.134834064448,83.199,-2.5911666666666666,0
2022,Hungaroring,10,Balanced,Technical,87.06814492753624,6.142292832022673,83.21366666666667,-2.5911666666666666,0
2022,Hungaroring,10,Cautious,Technical,87.06814492753624,6.1648334319260405,83.23166666666667,-2.5911666666666666,0
2022,Hungaroring,11,Aggressive,Technical,85.59428571428572,5.986935136501293,81.94,-2.6502000000000003,1
2022,Hungaroring,11,Balanced,Technical,85.59428571428572,5.99409226414532,81.94,-2.6502000000000003,1
2022,Hungaroring,11,Cautious,Technical,85.59428571428572,5.99409226414532,81.94,-2.6502000000000003,1
2022,Hungaroring,14,Aggressive,Technical,86.72646376811595,5.232882105093012,83.979,-2.8857681159420285,1
2022,Hungaroring,14,Balanced,Technical,86.72646376811595,5.239228841331161,83.979,-2.8857681159420285,1
2022,Hungaroring,14,Cautious,Technical,86.72646376811595,5.245598726773457,83.99066666666666,-2.885768115942029,1
2022,Hungaroring,16,Aggressive,Technical,85.59941428571429,6.153414081505627,81.622,-2.5806714285714287,1
2022,Hungaroring,16,Balanced,Technical,85.59941428571429,6.15524955181685,81.622,-2.5806714285714287,1
2022,Hungaroring,16,Cautious,Technical,85.59941428571429,6.162607892222885,81.622,-2.5806714285714287,1
2022,Hungaroring,18,Aggressive,Technical,86.88049275362319,6.195642133188024,82.437,-2.522340579710145,0
2022,Hungaroring,18,Balanced,Technical,86.88049275362319,6.195642133188024,82.437,-2.522340579710145,0
2022,Hungaroring,18,Cautious,Technical,86.88049275362319,6.209194410700476,82.547,-2.5223405797101446,0
2022,Hungaroring,20,Aggressive,Technical,87.56428985507247,6.808810576574807,83.511,-2.5077173913043476,0
2022,Hungaroring,20,Balanced,Technical,87.56428985507247,6.809988062199958,83.511,-2.5077173913043476,0
2022,Hungaroring,20,Cautious,Technical,87.56428985507246,6.851588864896381,83.57099999999998,-2.507717391304348,0
2022,Hungaroring,22,Aggressive,Technical,88.65795588235295,7.972525319709771,83.538,-2.800389705882353,0
2022,Hungaroring,22,Balanced,Technical,88.65795588235294,7.982361875356839,83.58366666666666,-2.8003897058823526,0
2022,Hungaroring,22,Cautious,Technical,88.65795588235294,8.012091445208476,83.79666666666667,-2.8003897058823526,0
2022,Hungaroring,23,Aggressive,Technical,87.57660869565217,6.657586869583846,83.15033333333334,-2.4189855072463766,0
2022,Hungaroring,23,Balanced,Technical,87.57660869565217,6.645471141855429,83.047,-2.4189855072463766,0
2022,Hungaroring,23,Cautious,Technical,87.57660869565217,6.657586869583846,83.15033333333334,-2.4189855072463766,0
2022,Hungaroring,24,Aggressive,Technical,87.14676811594204,6.5141134774014295,82.029,-2.64913768115942,0
2022,Hungaroring,24,Balanced,Technical,87.14676811594202,6.515691317675839,82.029,-2.64913768115942,0
2022,Hungaroring,24,Cautious,Technical,87.14676811594204,6.5539068437098855,82.16633333333334,-2.6491376811594205,0
2022,Hungaroring,31,Aggressive,Technical,86.76811594202898,5.307216212706389,84.149,-2.8544202898550726,1
2022,Hungaroring,31,Balanced,Technical,86.76811594202898,5.320113476469994,84.23700000000001,-2.8544202898550726,1
2022,Hungaroring,31,Cautious,Technical,86.76811594202898,5.308501719861656,84.149,-2.8544202898550726,1
2022,Hungaroring,44,Aggressive,Technical,85.48208571428572,5.713714646936892,81.386,-2.7463571428571427,1
2022,Hungaroring,44,Balanced,Technical,85.48208571428572,5.715078790360164,81.386,-2.7463571428571427,1
2022,Hungaroring,44,Cautious,Technical,85.48208571428572,5.720545151045817,81.386,-2.7463571428571427,1
2022,Hungaroring,47,Aggressive,Technical,87.15092753623189,5.993662930882586,83.151,-2.6348985507246376,0
2022,Hungaroring,47,Balanced,Technical,87.15092753623188,5.999479199044865,83.151,-2.6348985507246376,0
2022,Hungaroring,47,Cautious,Technical,87.15092753623188,5.995842048544433,83.151,-2.6348985507246376,0
2022,Hungaroring,55,Aggressive,Technical,85.57844285714286,5.6974429682075405,82.0,-2.621507142857143,1
2022,Hungaroring,55,Balanced,Technical,85.57844285714286,5.712793089339337,82.12966666666667,-2.621507142857143,1
2022,Hungaroring,55,Cautious,Technical,85.57844285714285,5.698171122465507,82.0,-2.621507142857143,1
2022,Hungaroring,63,Aggressive,Technical,85.54641428571428,5.375383316845006,82.766,-2.718792857142857,1
2022,Hungaroring,63,Balanced,Technical,85.54641428571428,5.380197812496047,82.766,-2.718792857142857,1
2022,Hungaroring,63,Cautious,Technical,85.54641428571428,5.380197812496047,82.766,-2.718792857142857,1
2022,Hungaroring,77,Aggressive,Technical,86.48070769230769,4.768490082349887,84.002,-2.8545615384615384,0
2022,Hungaroring,77,Balanced,Technical,86.4807076923077,4.769365596923019,84.002,-2.8545615384615384,0
2022,Monaco,1,Balanced,Street,90.5543015873016,18.60285507180444,76.052,0.04254761904761891,1
2022,Monaco,1,Cautious,Street,90.5543015873016,18.630627451146776,76.052,0.04254761904761891,1
2022,Monaco,3,Balanced,Street,91.76271428571428,17.730873483585334,77.532,0.2960714285714287,0
2022,Monaco,3,Cautious,Street,91.7627142857143,17.72639768558811,77.532,0.29607142857142865,0
2022,Monaco,4,Balanced,Street,90.58950793650794,17.78879556604988,74.693,0.3484603174603173,1
2022,Monaco,4,Cautious,Street,90.58950793650794,17.78879556604988,74.693,0.3484603174603173,1
2022,Monaco,5,Balanced,Street,91.68304761904763,17.338511473101615,77.558,0.11560317460317483,1
2022,Monaco,6,Balanced,Street,92.03032258064516,20.878542775264574,78.579,0.49862903225806465,0
2022,Monaco,10,Balanced,Street,91.67158730158731,18.842481241629628,77.344,0.702420634920635,0
2022,Monaco,10,Cautious,Street,91.67158730158731,18.968688153013858,77.48,0.702420634920635,0
2022,Monaco,11,Balanced,Street,90.58869841269842,18.746099672398586,76.028,0.09144444444444451,1
2022,Monaco,11,Cautious,Street,90.5886984126984,18.812634396817412,76.09433333333334,0.09144444444444452,1
2022,Monaco,14,Balanced,Street,91.13414285714286,17.01321858896663,75.882,0.06961904761904766,1
2022,Monaco,14,Cautious,Street,91.13414285714286,17.140148234817598,76.32033333333334,0.06961904761904766,1
2022,Monaco,16,Balanced,Street,90.53977777777777,18.33081586067025,76.249,0.1878571428571428,1
2022,Monaco,18,Balanced,Street,91.49133333333333,19.543724937010328,77.672,0.5412857142857141,0
2022,Monaco,20,Balanced,Street,105.01852631578947,18.630169699377582,93.754,0.2342631578947365,0
2022,Monaco,22,Balanced,Street,92.49062903225806,17.170850864461507,75.334,0.2917580645161288,0
2022,Monaco,22,Cautious,Street,92.49062903225806,17.17332915715893,75.334,0.2917580645161288,0
2022,Monaco,23,Balanced,Street,95.88040425531915,18.703402351542252,78.023,0.5499361702127661,0
2022,Monaco,24,Balanced,Street,92.12858064516129,18.066297696235527,78.2,0.5190725806451613,0
2022,Monaco,31,Balanced,Street,91.18044444444445,16.94233377310752,77.571,0.1744285714285713,0
2022,Monaco,44,Balanced,Street,91.15574603174603,16.94771115408124,77.203,0.2385714285714286,1
2022,Monaco,44,Cautious,Street,91.15574603174603,17.07767542159727,77.38900000000001,0.2385714285714286,1
2022,Monaco,47,Balanced,Street,103.64608333333334,19.34633992538925,84.778,0.7322916666666669,0
2022,Monaco,55,Balanced,Street,90.57209523809524,18.40925399147666,76.421,0.026484126984127124,1
2022,Monaco,55,Cautious,Street,90.57209523809524,18.423897441219978,76.421,0.026484126984127124,1
2022,Monaco,63,Balanced,Street,90.65820634920635,18.036102431630027,76.83,0.11807936507936512,1
2022,Monaco,63,Cautious,Street,90.65820634920635,18.038491794087538,76.83,0.1180793650793651,1
2022,Monaco,77,Balanced,Street,91.48973015873017,17.288083971105355,77.6,0.3033015873015873,1
2022,Monza,1,Aggressive,HighSpeed,91.08511320754717,14.310775696544159,84.745,0.5590094339622643,1
2022,Monza,1,Cautious,HighSpeed,91.08511320754717,14.339052301267863,84.745,0.5590094339622643,1
2022,Monza,3,Aggressive,HighSpeed,88.48853333333334,4.621311823129063,86.603,0.4006777777777778,0
2022,Monza,3,Cautious,HighSpeed,88.48853333333332,4.633366690921116,86.603,0.40067777777777774,0
2022,Monza,4,Aggressive,HighSpeed,91.20222641509434,11.131079328554922,84.718,0.3266603773584905,1
2022,Monza,4,Cautious,HighSpeed,91.20222641509433,11.173402976782922,84.745,0.32666037735849046,1
2022,Monza,5,Aggressive,HighSpeed,88.8225,2.031481712289928,87.55466666666666,0.5353000000000007,0
2022,Monza,5,Balanced,HighSpeed,88.8225,2.087149052335908,87.67133333333334,0.5353000000000007,0
2022,Monza,5,Cautious,HighSpeed,88.8225,2.031481712289928,87.55466666666666,0.5353000000000007,0
2022,Monza,6,Aggressive,HighSpeed,92.89044230769231,13.066987764661425,86.798,0.5979134615384617,0
2022,Monza,6,Cautious,HighSpeed,92.89044230769231,13.088114678642587,86.80900000000001,0.5979134615384617,0
2022,Monza,10,Aggressive,HighSpeed,91.2057924528302,9.408278416897456,86.718,0.47785849056603785,1
2022,Monza,10,Balanced,HighSpeed,91.2057924528302,9.488350315312761,86.72433333333333,0.47785849056603785,1
2022,Monza,10,Cautious,HighSpeed,91.2057924528302,9.488350315312761,86.72433333333333,0.47785849056603785,1
2022,Monza,11,Aggressive,HighSpeed,91.20003773584905,10.56766509375212,84.03,0.33705660377358493,1
2022,Monza,11,Balanced,HighSpeed,91.20003773584905,10.654405249910385,84.351,0.33705660377358493,1
2022,Monza,11,Cautious,HighSpeed,91.20003773584905,10.603548609893387,84.17233333333333,0.33705660377358493,1
2022,Monza,14,Aggressive,HighSpeed,88.78448387096775,4.157824342147627,87.20300000000002,0.21267741935483883,0
2022,Monza,14,Cautious,HighSpeed,88.78448387096775,4.170716851669775,87.20300000000002,0.21267741935483883,0
2022,Monza,16,Aggressive,HighSpeed,91.1312641509434,13.729301002907794,84.336,0.5961603773584905,1
2022,Monza,16,Balanced,HighSpeed,91.13126415094341,13.735806239474162,84.336,0.5961603773584905,1
2022,Monza,18,Aggressive,HighSpeed,89.49110256410256,4.940576363372596,87.467,0.5276025641025642,0
2022,Monza,18,Cautious,HighSpeed,89.49110256410256,4.956591239613849,87.46966666666667,0.5276025641025642,0
2022,Monza,20,Aggressive,HighSpeed,92.92609615384616,13.023270464839884,86.798,0.27710576923076896,0
2022,Monza,22,Aggressive,HighSpeed,92.86290384615384,13.464254399041582,86.85700000000001,0.6757884615384616,0
2022,Monza,24,Aggressive,HighSpeed,91.23435849056604,9.29923038367667,86.361,0.5368773584905661,1
2022,Monza,24,Balanced,HighSpeed,91.23435849056604,9.29923038367667,86.361,0.5368773584905661,1
2022,Monza,31,Aggressive,HighSpeed,91.24215094339623,9.097913585318217,86.593,0.3686415094339624,0
2022,Monza,31,Cautious,HighSpeed,91.24215094339623,9.123870595512932,86.59333333333332,0.3686415094339624,0
2022,Monza,44,Aggressive,HighSpeed,91.18662264150943,11.098423924444086,84.434,0.33508490566037746,1
2022,Monza,44,Balanced,HighSpeed,91.18662264150943,11.191410549418308,84.46499999999999,0.33508490566037746,1
2022,Monza,44,Cautious,HighSpeed,91.18662264150943,11.191410549418308,84.46499999999999,0.33508490566037746,1
2022,Monza,45,Aggressive,HighSpeed,91.21949056603773,9.3817889752905,86.62399999999998,0.6099622641509435,1
2022,Monza,45,Cautious,HighSpeed,91.21949056603773,9.396621852497558,86.62399999999998,0.6099622641509435,1
2022,Monza,47,Aggressive,HighSpeed,91.24641509433962,8.873780503996283,85.298,0.22740566037735843,0
2022,Monza,47,Balanced,HighSpeed,91.24641509433962,8.941779816452742,85.62933333333335,0.22740566037735843,0
2022,Monza,47,Cautious,HighSpeed,91.24641509433962,8.941779816452742,85.62933333333335,0.22740566037735843,0
2022,Monza,55,Aggressive,HighSpeed,91.1806037735849,13.120806594873667,84.42,0.35237735849056606,1
2022,Monza,55,Balanced,HighSpeed,91.1806037735849,13.131182876918368,84.42,0.35237735849056606,1
2022,Monza,55,Cautious,HighSpeed,91.1806037735849,13.215089052553092,84.45466666666665,0.35237735849056606,1
2022,Monza,63,Aggressive,HighSpeed,91.14935849056603,13.82624258762658,85.288,0.42995283018867914,1
2022,Monza,63,Balanced,HighSpeed,91.14935849056604,13.87006597037813,85.31400000000001,0.42995283018867914,1
2022,Monza,63,Cautious,HighSpeed,91.14935849056604,13.87006597037813,85.31400000000001,0.42995283018867914,1
2022,Monza,77,Aggressive,HighSpeed,92.84476923076923,12.949379536149609,85.706,0.6285384615384613,0
2022,Monza,77,Balanced,HighSpeed,92.84476923076923,13.050548101502207,85.95733333333334,0.6285384615384614,0
2022,Monza,77,Cautious,HighSpeed,92.84476923076923,12.987041407832377,85.82466666666666,0.6285384615384614,0
2022,Singapore,1,Balanced,Street,125.40784745762711,16.455399855531866,109.142,4.977271186440678,1
2022,Singapore,3,Balanced,Street,125.31389830508475,15.100610353063683,111.00600000000001,5.039466101694916,1
2022,Singapore,3,Cautious,Street,125.31389830508473,15.083479762917142,111.00600000000001,5.039466101694915,1
2022,Singapore,4,Balanced,Street,124.769,17.452182038135415,109.212,4.946728813559322,1
2022,Singapore,4,Cautious,Street,124.769,17.49296502623529,109.212,4.946728813559322,1
2022,Singapore,5,Balanced,Street,125.42830508474576,14.608107918337597,110.669,5.14421186440678,1
2022,Singapore,6,Balanced,Street,139.08485714285712,23.53328903117881,125.585,5.491785714285713,0
2022,Singapore,10,Balanced,Street,125.59006779661017,14.617143404230111,110.569,5.110381355932203,1
2022,Singapore,10,Cautious,Street,125.59006779661017,14.672564051951266,110.622,5.110381355932203,1
2022,Singapore,11,Balanced,Street,124.32606779661018,19.66060989672591,108.165,4.204728813559322,1
2022,Singapore,14,Balanced,Street,127.67815,13.32771083896226,120.46300000000001,5.17955,0
2022,Singapore,16,Balanced,Street,124.45479661016948,18.891969431969503,108.753,4.371313559322034,1
2022,Singapore,18,Balanced,Street,125.3655593220339,15.03846282313311,110.283,4.996296610169492,1
2022,Singapore,20,Balanced,Street,125.98047457627118,14.556828995303421,112.067,4.903720338983051,0
2022,Singapore,22,Balanced,Street,130.38002941176472,13.013257363585787,118.716,5.242088235294118,0
2022,Singapore,22,Cautious,Street,130.3800294117647,13.065495444756323,118.716,5.242088235294118,0
2022,Singapore,23,Balanced,Street,131.79728,13.130489707596215,122.121,5.736800000000001,0
2022,Singapore,24,Balanced,Street,129.93333333333334,6.564491694812913,125.556,4.988916666666667,0
2022,Singapore,31,Balanced,Street,129.88276923076924,11.392700715980821,121.105,4.9653846153846155,0
2022,Singapore,44,Balanced,Street,125.4534406779661,16.043824064990552,110.622,4.994703389830509,1
2022,Singapore,47,Balanced,Street,127.89272413793104,15.734651165320384,110.29,4.816336206896552,0
2022,Singapore,55,Balanced,Street,124.5854745762712,17.9764056761566,108.414,4.537322033898304,1
2022,Singapore,63,Balanced,Street,128.71443859649122,16.69629999570004,106.45800000000001,4.649,0
2022,Singapore,77,Balanced,Street,125.91664406779661,13.234845288717796,111.86399999999999,5.042194915254238,0
2023,Baku,1,Aggressive,HighSpeed,109.10927450980392,13.004276327290505,104.23200000000001,-6.1053235294117645,1
2023,Baku,1,Balanced,HighSpeed,109.10927450980392,13.014948693737823,104.23200000000001,-6.1053235294117645,1
2023,Baku,1,Cautious,HighSpeed,109.10927450980392,13.112197483379259,104.42,-6.1053235294117645,1
2023,Baku,2,Aggressive,HighSpeed,111.04664705882352,9.122385248528214,106.50100000000002,-6.4882156862745095,0
2023,Baku,2,Balanced,HighSpeed,111.04664705882352,9.122385248528214,106.50100000000002,-6.4882156862745095,0
2023,Baku,4,Aggressive,HighSpeed,110.64337254901962,10.121220968981568,105.738,-6.373401960784315,1
2023,Baku,4,Balanced,HighSpeed,110.6433725490196,10.20760564473528,105.976,-6.373401960784314,1
2023,Baku,4,Cautious,HighSpeed,110.6433725490196,10.131899242711812,105.738,-6.373401960784314,1
2023,Baku,10,Aggressive,HighSpeed,110.85819607843138,9.565463302986647,105.55933333333333,-6.360196078431373,0
2023,Baku,10,Cautious,HighSpeed,110.85819607843138,9.565463302986647,105.55933333333333,-6.360196078431373,0
2023,Baku,11,Aggressive,HighSpeed,109.0673725490196,13.602321450028976,104.589,-6.068196078431373,1
2023,Baku,11,Balanced,HighSpeed,109.0673725490196,13.650335441366018,104.59633333333333,-6.068196078431373,1
2023,Baku,11,Cautious,HighSpeed,109.06737254901961,13.627865738163091,104.589,-6.068196078431372,1
2023,Baku,14,Aggressive,HighSpeed,109.49921568627451,12.548306786041222,104.241,-6.221019607843139,1
2023,Baku,14,Balanced,HighSpeed,109.49921568627451,12.557566391374117,104.241,-6.221019607843138,1
2023,Baku,14,Cautious,HighSpeed,109.49921568627451,12.657628263325993,104.31766666666665,-6.221019607843139,1
2023,Baku,16,Aggressive,HighSpeed,109.48339215686275,13.135389875769844,104.56099999999999,-6.204539215686275,1
2023,Baku,16,Balanced,HighSpeed,109.48339215686273,13.138465719360964,104.56099999999999,-6.204539215686275,1
2023,Baku,18,Aggressive,HighSpeed,110.0794705882353,12.224427673345128,105.627,-6.376764705882353,1
2023,Baku,18,Balanced,HighSpeed,110.0794705882353,12.231301122116145,105.627,-6.376764705882353,1
2023,Baku,18,Cautious,HighSpeed,110.0794705882353,12.26757792284956,105.65633333333334,-6.376764705882352,1
2023,Baku,20,Aggressive,HighSpeed,110.82676470588235,11.34046950254477,105.93400000000001,-6.558098039215686,0
2023,Baku,20,Balanced,HighSpeed,110.82676470588235,11.397030798568965,106.17166666666667,-6.558098039215686,0
2023,Baku,20,Cautious,HighSpeed,110.82676470588235,11.397030798568965,106.17166666666667,-6.558098039215686,0
2023,Baku,21,Aggressive,HighSpeed,110.62700000000001,3.9385093944283063,108.949,-6.9208333333333325,0
2023,Baku,22,Aggressive,HighSpeed,110.71172549019607,9.547734617562824,105.72700000000002,-6.3779803921568625,1
2023,Baku,22,Balanced,HighSpeed,110.71172549019607,9.567343869309935,105.72700000000002,-6.3779803921568625,1
2023,Baku,22,Cautious,HighSpeed,110.71172549019607,9.55948568000105,105.72700000000002,-6.3779803921568625,1
2023,Baku,23,Aggressive,HighSpeed,110.80507843137255,9.238977324378807,105.925,-6.55,0
2023,Baku,23,Balanced,HighSpeed,110.80507843137255,9.242007987843735,105.925,-6.55,0
2023,Baku,23,Cautious,HighSpeed,110.80507843137255,9.315650650047244,106.18599999999999,-6.55,0
2023,Baku,24,Aggressive,HighSpeed,112.84461111111112,12.3824550181803,107.553,-6.761680555555556,0
2023,Baku,24,Balanced,HighSpeed,112.84461111111112,12.3824550181803,107.553,-6.761680555555556,0
2023,Baku,27,Aggressive,HighSpeed,111.44745999999999,10.50576251389646,106.731,-6.54249,0
2023,Baku,27,Balanced,HighSpeed,111.44745999999999,10.514572379187912,106.731,-6.54249,0
2023,Baku,31,Aggressive,HighSpeed,110.9849019607843,10.402714164599395,105.908,-6.39535294117647,0
2023,Baku,31,Balanced,HighSpeed,110.9849019607843,10.489045223002716,106.283,-6.395352941176471,0
2023,Baku,31,Cautious,HighSpeed,110.98490196078431,10.406126568878342,105.908,-6.395352941176471,0
2023,Baku,44,Aggressive,HighSpeed,109.97217647058824,10.694409072595903,105.346,-6.345205882352942,1
2023,Baku,44,Balanced,HighSpeed,109.97217647058822,10.700251416147013,105.346,-6.345205882352941,1
