LapNumber,DriverNumber,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedAvg,ThrottleAvg,BrakeAvg,Year,Circuit,CircuitType,SessionType
1.0,16,Ferrari,100.003,32.485,42.543,24.975,118.6677390383712,36.04981851198636,0.2852193995381062,2021,Monaco,Street,Qualifying
2.0,16,Ferrari,74.875,19.976,35.167,19.732,158.0943811462847,52.67417970244004,0.2748091603053435,2021,Monaco,Street,Qualifying
3.0,16,Ferrari,95.582,24.925,44.774,25.883,123.91998451087407,35.73899462441151,0.2922155688622754,2021,Monaco,Street,Qualifying
4.0,16,Ferrari,71.55,18.927,33.578,19.045,165.27995544000592,57.570077366039385,0.2667731629392971,2021,Monaco,Street,Qualifying
5.0,16,Ferrari,101.113,26.362,50.313,24.438,116.99473933707932,31.370037189996975,0.2729331823329558,2021,Monaco,Street,Qualifying
6.0,16,Ferrari,71.113,18.724,33.494,18.895,166.5564974758513,58.614970302163485,0.2487961476725521,2021,Monaco,Street,Qualifying
7.0,16,Ferrari,95.677,24.207,48.412,23.058,123.78583123139282,34.043491728384645,0.3038277511961722,2021,Monaco,Street,Qualifying
8.0,16,Ferrari,71.233,18.793,33.603,18.837,165.8465202976688,58.35969315758589,0.2439807383627608,2021,Monaco,Street,Qualifying
9.0,16,Ferrari,91.126,24.922,43.77,22.434,130.1510201008042,35.76408762553476,0.257537688442211,2021,Monaco,Street,Qualifying
11.0,16,Ferrari,90.113,27.557,39.664,22.892,130.95610502073612,42.620589989206415,0.2935196950444727,2021,Monaco,Street,Qualifying
12.0,16,Ferrari,82.834,22.085,39.013,21.736,143.3712828257143,49.2842433437825,0.290633608815427,2021,Monaco,Street,Qualifying
13.0,16,Ferrari,71.037,18.744,33.428,18.865,166.73396349039993,57.66310611205866,0.2528180354267311,2021,Monaco,Street,Qualifying
14.0,16,Ferrari,101.933,26.222,46.064,29.647,116.17471010259052,30.357560284266288,0.249438202247191,2021,Monaco,Street,Qualifying
15.0,16,Ferrari,70.922,18.768,33.414,18.74,166.8004227474543,57.79712401031696,0.2596774193548387,2021,Monaco,Street,Qualifying
17.0,16,Ferrari,89.796,25.904,38.62,25.272,131.4027041090267,41.5228929233984,0.2777070063694267,2021,Monaco,Street,Qualifying
18.0,16,Ferrari,83.461,21.407,39.006,23.048,142.17862685688505,47.69472290159591,0.2794520547945205,2021,Monaco,Street,Qualifying
19.0,16,Ferrari,70.597,18.73,33.064,18.803,167.76814540393914,58.721535326609455,0.2508090614886731,2021,Monaco,Street,Qualifying
21.0,16,Ferrari,92.345,29.178,40.498,22.669,127.92986961805735,41.53851232043865,0.2537128712871287,2021,Monaco,Street,Qualifying
22.0,16,Ferrari,87.589,21.952,40.088,25.549,135.62228860731096,44.6106882787675,0.2679738562091503,2021,Monaco,Street,Qualifying
23.0,16,Ferrari,70.346,18.612,32.983,18.751,168.4901705228067,59.385833136067546,0.2613636363636363,2021,Monaco,Street,Qualifying
25.0,16,Ferrari,90.809,27.388,40.772,22.649,130.09564105127748,41.80414761698793,0.3056603773584905,2021,Monaco,Street,Qualifying
26.0,16,Ferrari,96.104,25.104,46.017,24.983,123.55409140775006,41.81141917557184,0.2729439809296782,2021,Monaco,Street,Qualifying
27.0,16,Ferrari,76.71,18.644,33.083,24.983,126.87672159725533,42.13159911395497,0.2160953800298062,2021,Monaco,Street,Qualifying
1.0,33,Red Bull Racing,95.355,24.741,38.207,32.407,124.23423463194132,37.39222830081915,0.2902055622732769,2021,Monaco,Street,Qualifying
2.0,33,Red Bull Racing,72.987,19.352,34.315,19.32,162.68519704995504,53.46732289886278,0.2633228840125391,2021,Monaco,Street,Qualifying
3.0,33,Red Bull Racing,92.558,21.14,43.926,27.492,128.22496771763008,37.28124768462419,0.2385661310259579,2021,Monaco,Street,Qualifying
4.0,33,Red Bull Racing,71.522,18.859,33.67,18.993,165.6427825937102,56.00427353193854,0.2523961661341853,2021,Monaco,Street,Qualifying
5.0,33,Red Bull Racing,97.478,23.763,45.123,28.592,121.33231422829785,30.590349595285844,0.2479435957696827,2021,Monaco,Street,Qualifying
6.0,33,Red Bull Racing,71.124,18.687,33.429,19.008,166.3529636463655,57.171378929838845,0.2508038585209003,2021,Monaco,Street,Qualifying
8.0,33,Red Bull Racing,96.074,26.111,39.179,30.784,122.92313046990304,36.14055263606652,0.2595238095238095,2021,Monaco,Street,Qualifying
9.0,33,Red Bull Racing,71.04,18.637,33.355,19.048,166.58198692845357,55.70455786503285,0.2459807073954984,2021,Monaco,Street,Qualifying
10.0,33,Red Bull Racing,99.506,26.305,43.873,29.328,119.1757818403045,33.082343773560304,0.2356321839080459,2021,Monaco,Street,Qualifying
11.0,33,Red Bull Racing,70.65,18.539,33.285,18.826,167.53098158131945,56.65705952704956,0.2512155591572123,2021,Monaco,Street,Qualifying
13.0,33,Red Bull Racing,96.261,24.506,39.787,31.968,122.8753314775556,33.78763665061064,0.2066508313539192,2021,Monaco,Street,Qualifying
14.0,33,Red Bull Racing,71.083,18.723,33.38,18.98,166.96281995812043,56.00505950904604,0.2367149758454106,2021,Monaco,Street,Qualifying
15.0,33,Red Bull Racing,98.232,24.815,44.713,28.704,120.83548925236218,30.8262140045348,0.1920838183934808,2021,Monaco,Street,Qualifying
17.0,33,Red Bull Racing,82.218,24.742,36.598,20.878,144.3183979626466,50.06073128701808,0.2527777777777777,2021,Monaco,Street,Qualifying
18.0,33,Red Bull Racing,70.576,18.472,33.349,18.755,167.7161432904477,57.83205646327354,0.2483766233766234,2021,Monaco,Street,Qualifying
20.0,33,Red Bull Racing,81.339,23.67,37.158,20.511,145.52280347616446,49.68575149339361,0.2528089887640449,2021,Monaco,Street,Qualifying
21.0,33,Red Bull Racing,74.538,18.585,33.863,22.09,159.19119405242978,53.27028826666623,0.2365591397849462,2021,Monaco,Street,Qualifying
22.0,33,Red Bull Racing,83.589,23.108,39.53,20.951,142.04600952357143,40.33482597537734,0.2421340629274966,2021,Monaco,Street,Qualifying
1.0,77,Mercedes,90.76,26.994,40.311,23.455,130.6824629074005,40.06813450946399,0.30828025477707,2021,Monaco,Street,Qualifying
2.0,77,Mercedes,82.022,20.541,38.699,22.782,144.83206080921593,42.573700107632526,0.3008356545961003,2021,Monaco,Street,Qualifying
3.0,77,Mercedes,71.794,18.969,33.747,19.078,165.08729186163492,56.832634323915855,0.2515923566878981,2021,Monaco,Street,Qualifying
4.0,77,Mercedes,98.748,22.299,43.594,32.855,120.07761348182152,33.844344428508045,0.2630359212050985,2021,Monaco,Street,Qualifying
5.0,77,Mercedes,77.897,19.09,36.321,22.486,152.2367732025588,48.49946862964564,0.2779411764705882,2021,Monaco,Street,Qualifying
6.0,77,Mercedes,70.938,18.743,33.354,18.841,166.861003078308,57.92420770891251,0.2383252818035426,2021,Monaco,Street,Qualifying
7.0,77,Mercedes,97.798,21.257,47.074,29.467,121.0589243171928,37.57144439787616,0.2643274853801169,2021,Monaco,Street,Qualifying
8.0,77,Mercedes,81.484,18.824,36.304,26.356,145.79702423355394,45.79440056662537,0.2612359550561798,2021,Monaco,Street,Qualifying
10.0,77,Mercedes,88.787,23.933,39.273,25.581,133.0394609637656,40.73012902922965,0.3153153153153153,2021,Monaco,Street,Qualifying
11.0,77,Mercedes,82.988,20.32,38.726,23.942,142.95394716353553,43.71913498694427,0.2878787878787879,2021,Monaco,Street,Qualifying
12.0,77,Mercedes,71.187,18.757,33.623,18.807,166.71039939745768,56.61250346101976,0.2439807383627608,2021,Monaco,Street,Qualifying
13.0,77,Mercedes,90.288,22.953,40.416,26.919,131.32063196901865,40.77713974663016,0.2712294043092522,2021,Monaco,Street,Qualifying
14.0,77,Mercedes,71.049,18.613,33.457,18.979,166.62225787639647,57.114347321952216,0.2624798711755233,2021,Monaco,Street,Qualifying
16.0,77,Mercedes,95.361,23.296,36.871,35.194,124.2996515351715,40.84468944365471,0.2400960384153661,2021,Monaco,Street,Qualifying
17.0,77,Mercedes,70.94,18.789,33.194,18.957,166.81883057859469,57.49991933775266,0.2407108239095315,2021,Monaco,Street,Qualifying
18.0,77,Mercedes,84.841,22.453,39.062,23.326,139.80618740308591,42.794274746514496,0.2789757412398921,2021,Monaco,Street,Qualifying
19.0,77,Mercedes,70.695,18.664,33.113,18.918,167.29293614891876,56.99146081394581,0.2427184466019417,2021,Monaco,Street,Qualifying
21.0,77,Mercedes,85.557,24.204,36.809,24.544,138.28992834103903,46.82144796978272,0.3044058744993324,2021,Monaco,Street,Qualifying
22.0,77,Mercedes,70.636,18.669,33.177,18.79,167.58261830556282,57.68099926305871,0.2317666126418152,2021,Monaco,Street,Qualifying
23.0,77,Mercedes,83.858,22.766,39.657,21.435,141.35172368213765,44.31845911040012,0.2687585266030013,2021,Monaco,Street,Qualifying
24.0,77,Mercedes,70.601,18.599,33.041,18.961,167.6698675012885,57.747734828739,0.2427184466019417,2021,Monaco,Street,Qualifying
26.0,77,Mercedes,81.29,23.701,36.72,20.869,145.11324320126096,45.984068443514666,0.3,2021,Monaco,Street,Qualifying
27.0,77,Mercedes,85.879,20.474,39.632,25.773,138.3289184373429,43.9791758743838,0.2889480692410119,2021,Monaco,Street,Qualifying
1.0,55,Ferrari,103.312,30.631,43.978,28.703,114.9779272735994,33.19697766494902,0.2354910714285714,2021,Monaco,Street,Qualifying
2.0,55,Ferrari,75.571,19.352,35.09,21.129,156.4641388332151,48.70191699915024,0.2636363636363636,2021,Monaco,Street,Qualifying
3.0,55,Ferrari,71.341,18.831,33.483,19.027,165.89294781705286,55.99417470987819,0.2628205128205128,2021,Monaco,Street,Qualifying
4.0,55,Ferrari,104.086,25.809,51.195,27.082,113.93451282090037,31.744187104617318,0.1771177117711771,2021,Monaco,Street,Qualifying
5.0,55,Ferrari,71.324,18.776,33.619,18.929,166.1204009209273,55.98622912187128,0.2596153846153846,2021,Monaco,Street,Qualifying
6.0,55,Ferrari,104.763,24.961,52.213,27.589,113.6672955662077,28.35387351375556,0.2008733624454148,2021,Monaco,Street,Qualifying
7.0,55,Ferrari,101.656,19.019,49.657,32.98,116.84596598531638,32.12321483888922,0.2646396396396396,2021,Monaco,Street,Qualifying
9.0,55,Ferrari,94.941,29.542,41.782,23.617,124.8273056369014,37.52557764539409,0.1833534378769601,2021,Monaco,Street,Qualifying
10.0,55,Ferrari,81.978,19.525,40.291,22.162,144.82632378160434,44.1437440379888,0.2343096234309623,2021,Monaco,Street,Qualifying
11.0,55,Ferrari,70.806,18.656,33.338,18.812,168.00534290505928,56.68936190630108,0.2483870967741935,2021,Monaco,Street,Qualifying
12.0,55,Ferrari,99.777,25.313,48.141,26.323,119.09013692186,29.653684036797088,0.1869266055045871,2021,Monaco,Street,Qualifying
13.0,55,Ferrari,71.054,18.639,33.365,19.05,166.9596827883125,55.47025435906252,0.2592592592592592,2021,Monaco,Street,Qualifying
15.0,55,Ferrari,93.747,25.348,42.283,26.116,126.53077968690889,36.31344638603028,0.2451219512195122,2021,Monaco,Street,Qualifying
16.0,55,Ferrari,87.087,20.482,41.145,25.46,136.65156356397188,39.523490600406326,0.2257217847769028,2021,Monaco,Street,Qualifying
17.0,55,Ferrari,72.519,18.85,33.562,20.107,163.9813695189323,53.66031642640786,0.2634069400630915,2021,Monaco,Street,Qualifying
19.0,55,Ferrari,96.491,32.313,40.602,23.576,122.70617434447698,36.52287115715512,0.1540284360189573,2021,Monaco,Street,Qualifying
20.0,55,Ferrari,86.529,19.905,39.603,27.021,137.46634728912014,40.72390933171695,0.238095238095238,2021,Monaco,Street,Qualifying
21.0,55,Ferrari,70.611,18.443,33.084,19.084,168.40887416223904,57.22913857318045,0.2491909385113268,2021,Monaco,Street,Qualifying
23.0,55,Ferrari,96.058,27.062,42.429,26.567,123.36043751954386,35.56245431996377,0.1738095238095238,2021,Monaco,Street,Qualifying
24.0,55,Ferrari,91.633,19.764,41.933,29.936,129.89718255152653,38.43700678551584,0.235,2021,Monaco,Street,Qualifying
1.0,4,McLaren,103.801,37.108,44.2,22.493,114.7924797520706,38.589108131817376,0.1616499442586399,2021,Monaco,Street,Qualifying
2.0,4,McLaren,72.676,19.178,34.393,19.105,163.2168191953199,54.3510356687528,0.2555205047318612,2021,Monaco,Street,Qualifying
3.0,4,McLaren,99.788,27.18,45.706,26.902,119.3239059689438,35.34092401490062,0.205949656750572,2021,Monaco,Street,Qualifying
4.0,4,McLaren,71.989,18.952,33.934,19.103,164.2711933157782,55.05892246178224,0.2623211446740858,2021,Monaco,Street,Qualifying
5.0,4,McLaren,94.351,22.257,46.604,25.49,126.0401970741048,35.61530510642266,0.1903030303030303,2021,Monaco,Street,Qualifying
6.0,4,McLaren,71.321,18.827,33.445,19.049,166.20888717557273,55.29270941090902,0.261637239165329,2021,Monaco,Street,Qualifying
8.0,4,McLaren,96.498,34.999,38.968,22.531,122.85102033790623,40.08677921989489,0.1682464454976303,2021,Monaco,Street,Qualifying
9.0,4,McLaren,73.055,18.88,34.545,19.63,162.17314914846398,54.1675645529641,0.2535211267605634,2021,Monaco,Street,Qualifying
10.0,4,McLaren,84.993,21.352,38.679,24.962,139.28552528473452,45.53682197248607,0.224764468371467,2021,Monaco,Street,Qualifying
11.0,4,McLaren,71.031,18.633,33.433,18.965,166.7456881939822,56.64431184709617,0.2592592592592592,2021,Monaco,Street,Qualifying
13.0,4,McLaren,94.763,26.393,37.137,31.233,124.9261367575336,40.82611192043323,0.1956521739130435,2021,Monaco,Street,Qualifying
14.0,4,McLaren,76.148,18.962,35.681,21.505,155.3606414642627,52.58665252931047,0.2556390977443609,2021,Monaco,Street,Qualifying
15.0,4,McLaren,71.153,18.736,33.471,18.946,166.1223673312114,56.366725702446814,0.2455858747993579,2021,Monaco,Street,Qualifying
17.0,4,McLaren,82.511,24.237,36.051,22.223,143.47302387592703,51.2208161707801,0.2260748959778086,2021,Monaco,Street,Qualifying
18.0,4,McLaren,74.724,18.755,34.05,21.919,158.58028534435388,53.353326753538376,0.254601226993865,2021,Monaco,Street,Qualifying
19.0,4,McLaren,82.038,23.21,38.403,20.425,144.23054064642355,47.45320124540726,0.2256267409470752,2021,Monaco,Street,Qualifying
20.0,4,McLaren,70.807,18.697,33.286,18.824,166.9953137469008,56.90915200112732,0.2504038772213247,2021,Monaco,Street,Qualifying
21.0,4,McLaren,91.701,20.538,47.171,23.992,129.67297058491775,38.89511396490761,0.2294264339152119,2021,Monaco,Street,Qualifying
22.0,4,McLaren,70.62,18.633,33.219,18.768,167.59494190139782,57.44499887820489,0.2605177993527508,2021,Monaco,Street,Qualifying
1.0,10,AlphaTauri,86.916,25.71,37.836,23.37,136.25418533565258,44.70746857811535,0.259946949602122,2021,Monaco,Street,Qualifying
2.0,10,AlphaTauri,86.724,25.151,39.452,22.121,136.58960007125947,41.28622540654145,0.2959048877146631,2021,Monaco,Street,Qualifying
3.0,10,AlphaTauri,72.867,19.391,34.111,19.365,162.6479317655686,55.46525804025674,0.2213500784929356,2021,Monaco,Street,Qualifying
4.0,10,AlphaTauri,95.832,27.362,44.485,23.985,123.62966664475913,38.17849942996197,0.198090692124105,2021,Monaco,Street,Qualifying
5.0,10,AlphaTauri,72.209,19.321,33.633,19.255,164.16485716214387,57.003432752681405,0.2183544303797468,2021,Monaco,Street,Qualifying
6.0,10,AlphaTauri,93.147,27.016,44.014,22.117,127.08381342528452,40.10244966648698,0.2275522755227552,2021,Monaco,Street,Qualifying
7.0,10,AlphaTauri,71.56,18.988,33.503,19.069,165.44294990911126,57.118185903767404,0.2284345047923322,2021,Monaco,Street,Qualifying
8.0,10,AlphaTauri,90.393,23.455,42.51,24.428,130.87922100907892,42.03232204965232,0.2335858585858586,2021,Monaco,Street,Qualifying
10.0,10,AlphaTauri,85.459,25.352,37.713,22.394,137.77298529407116,46.48450609229312,0.2396251673360107,2021,Monaco,Street,Qualifying
11.0,10,AlphaTauri,88.41,21.121,40.882,26.407,134.16700181155804,43.809766472102986,0.2390180878552971,2021,Monaco,Street,Qualifying
12.0,10,AlphaTauri,72.031,19.056,33.835,19.14,164.76472115691445,56.099043121311546,0.2253968253968254,2021,Monaco,Street,Qualifying
13.0,10,AlphaTauri,95.628,22.554,41.823,31.251,123.65435876276158,39.99928975586245,0.2059880239520958,2021,Monaco,Street,Qualifying
14.0,10,AlphaTauri,71.459,19.02,33.444,18.995,165.6528716625254,57.104025745630544,0.224,2021,Monaco,Street,Qualifying
15.0,10,AlphaTauri,103.04,21.591,37.9,43.549,113.73428746287856,38.58174931466856,0.2544444444444444,2021,Monaco,Street,Qualifying
16.0,10,AlphaTauri,83.504,24.195,37.32,21.989,141.2485771558594,49.113260159204565,0.2589041095890411,2021,Monaco,Street,Qualifying
17.0,10,AlphaTauri,81.006,21.57,37.664,21.772,146.2918551911726,49.58370919836403,0.2514124293785311,2021,Monaco,Street,Qualifying
18.0,10,AlphaTauri,71.31,18.933,33.328,19.049,165.92267999496153,57.504382082768736,0.2199036918138041,2021,Monaco,Street,Qualifying
19.0,10,AlphaTauri,98.304,23.397,44.294,30.613,120.61956459506489,39.820824421056,0.2058139534883721,2021,Monaco,Street,Qualifying
20.0,10,AlphaTauri,71.179,18.791,33.319,19.069,166.24243373300405,56.72352755726684,0.2202572347266881,2021,Monaco,Street,Qualifying
22.0,10,AlphaTauri,86.249,28.455,36.622,21.172,136.66716398481307,48.50011367544314,0.2211920529801324,2021,Monaco,Street,Qualifying
23.0,10,AlphaTauri,71.796,19.035,33.65,19.111,165.22917687972884,57.08274286574978,0.2404458598726114,2021,Monaco,Street,Qualifying
24.0,10,AlphaTauri,82.593,22.163,38.473,21.957,143.82872199332812,48.866252480093145,0.2437673130193905,2021,Monaco,Street,Qualifying
25.0,10,AlphaTauri,70.9,18.744,33.171,18.985,166.69518830891005,58.38858609610191,0.2306451612903226,2021,Monaco,Street,Qualifying
26.0,10,AlphaTauri,98.131,21.371,37.049,39.711,119.16501938102854,52.32946672334267,0.2261072261072261,2021,Monaco,Street,Qualifying
27.0,10,AlphaTauri,84.763,23.617,37.335,23.811,139.52796347493634,47.49646729076527,0.2496626180836707,2021,Monaco,Street,Qualifying
28.0,10,AlphaTauri,81.652,19.177,40.129,22.346,144.92389191170298,47.821295113443774,0.2370266479663394,2021,Monaco,Street,Qualifying
29.0,10,AlphaTauri,84.752,20.322,34.995,29.435,140.44856332026657,47.80353791831983,0.2668463611859838,2021,Monaco,Street,Qualifying
1.0,44,Mercedes,97.118,29.23,39.04,28.848,124.08211503241309,42.95355339777657,0.3256658595641646,2021,Monaco,Street,Qualifying
2.0,44,Mercedes,80.813,19.98,36.861,23.972,146.97123281342542,49.04851197381615,0.2885431400282885,2021,Monaco,Street,Qualifying
3.0,44,Mercedes,77.672,19.276,36.312,22.084,152.45098163982863,51.3696023714072,0.2812960235640648,2021,Monaco,Street,Qualifying
4.0,44,Mercedes,72.077,19.059,33.791,19.227,164.29743748300007,58.054145260239856,0.2428571428571428,2021,Monaco,Street,Qualifying
5.0,44,Mercedes,90.076,21.609,38.165,30.302,132.0323346106297,41.381006870841865,0.3172588832487309,2021,Monaco,Street,Qualifying
6.0,44,Mercedes,71.622,18.867,33.595,19.16,165.5115458409691,58.285608879874296,0.255591054313099,2021,Monaco,Street,Qualifying
7.0,44,Mercedes,80.008,21.194,37.456,21.358,147.9905910512813,48.865407211034594,0.2861230329041488,2021,Monaco,Street,Qualifying
8.0,44,Mercedes,79.715,18.742,35.752,25.221,148.63347965799105,49.28897407500862,0.2564469914040114,2021,Monaco,Street,Qualifying
9.0,44,Mercedes,81.179,19.39,36.795,24.994,145.95722027361813,48.68858407529529,0.2647887323943662,2021,Monaco,Street,Qualifying
10.0,44,Mercedes,85.284,18.842,40.141,26.301,139.04511194605251,44.91939108346471,0.3073825503355705,2021,Monaco,Street,Qualifying
11.0,44,Mercedes,82.794,21.383,38.91,22.501,143.05655999785026,47.099638207685054,0.3149171270718232,2021,Monaco,Street,Qualifying
12.0,44,Mercedes,75.759,18.712,34.856,22.191,156.15507016309783,52.44777401683392,0.2552870090634441,2021,Monaco,Street,Qualifying
13.0,44,Mercedes,71.653,18.816,33.661,19.176,165.1679003401334,58.35801949863434,0.2204472843450479,2021,Monaco,Street,Qualifying
15.0,44,Mercedes,87.183,26.809,38.516,21.858,135.41538588539262,45.49964562445762,0.3564875491480996,2021,Monaco,Street,Qualifying
16.0,44,Mercedes,83.868,20.611,36.042,27.215,141.74027463468855,47.66644088645461,0.2929155313351498,2021,Monaco,Street,Qualifying
17.0,44,Mercedes,71.178,18.69,33.499,18.989,166.18354363104635,57.50837753899337,0.2343499197431781,2021,Monaco,Street,Qualifying
18.0,44,Mercedes,91.909,21.174,37.208,33.527,129.01702666438393,42.62056985176267,0.3026151930261519,2021,Monaco,Street,Qualifying
20.0,44,Mercedes,93.074,27.146,38.4,27.528,126.97257077506887,44.03354872883423,0.3579335793357933,2021,Monaco,Street,Qualifying
21.0,44,Mercedes,76.375,19.991,35.638,20.746,155.1166657335817,53.46285571253384,0.2878560719640179,2021,Monaco,Street,Qualifying
22.0,44,Mercedes,71.116,18.618,33.486,19.012,166.5549420985694,58.25870755667551,0.2343499197431781,2021,Monaco,Street,Qualifying
24.0,44,Mercedes,88.256,24.223,36.664,27.369,134.13204013150315,47.61714345799408,0.2862694300518135,2021,Monaco,Street,Qualifying
25.0,44,Mercedes,80.617,18.81,34.518,27.289,147.18157600072277,50.31922415808325,0.278805120910384,2021,Monaco,Street,Qualifying
26.0,44,Mercedes,71.095,18.689,33.263,19.143,166.79786054126322,59.20308894749292,0.2347266881028939,2021,Monaco,Street,Qualifying
28.0,44,Mercedes,91.976,23.925,38.928,29.123,128.2937198263078,41.611574226088514,0.3126550868486352,2021,Monaco,Street,Qualifying
29.0,44,Mercedes,79.863,19.534,37.339,22.99,148.42982605224674,49.628605286193576,0.3041606886657101,2021,Monaco,Street,Qualifying
1.0,5,Aston Martin,92.951,27.963,43.3,21.688,127.57661024873894,37.47751359685118,0.3055900621118012,2021,Monaco,Street,Qualifying
2.0,5,Aston Martin,79.76,21.227,36.578,21.955,148.45666698791388,45.210594333923424,0.3228120516499282,2021,Monaco,Street,Qualifying
3.0,5,Aston Martin,72.554,19.205,34.064,19.285,163.28982654705658,53.49236655372213,0.24251968503937,2021,Monaco,Street,Qualifying
4.0,5,Aston Martin,86.74,22.84,41.062,22.838,136.50514740100306,36.2998359031331,0.2628797886393659,2021,Monaco,Street,Qualifying
5.0,5,Aston Martin,72.078,19.089,33.716,19.273,164.54199866796958,52.40595625615459,0.2515822784810126,2021,Monaco,Street,Qualifying
6.0,5,Aston Martin,98.467,25.873,46.668,25.926,120.63417749796191,26.894301386063287,0.2171893147502903,2021,Monaco,Street,Qualifying
7.0,5,Aston Martin,72.272,19.2,33.694,19.378,163.7748525285124,54.04623251232469,0.2301587301587301,2021,Monaco,Street,Qualifying
8.0,5,Aston Martin,98.478,20.682000000000002,36.206999999999994,22.629,120.38735154099122,29.333428715589747,0.2195121951219512,2021,Monaco,Street,Qualifying
9.0,5,Aston Martin,72.108,19.021,33.798,19.289,164.40619087391647,53.52494123899088,0.2278481012658227,2021,Monaco,Street,Qualifying
11.0,5,Aston Martin,96.448,28.507,41.872,26.069,122.41616468012374,39.76725835887152,0.2752075919335706,2021,Monaco,Street,Qualifying
12.0,5,Aston Martin,71.759,18.828,33.771,19.16,165.19868707073547,53.93953204447029,0.2432432432432432,2021,Monaco,Street,Qualifying
13.0,5,Aston Martin,97.427,22.662,46.78,27.985,121.6835350306212,31.747122741629344,0.2385428907168037,2021,Monaco,Street,Qualifying
14.0,5,Aston Martin,71.309,18.79,33.504,19.015,166.0194237371219,54.12001066074264,0.2343499197431781,2021,Monaco,Street,Qualifying
16.0,5,Aston Martin,91.452,26.048,38.342,27.062,129.21110047629003,40.23192923341669,0.2844611528822055,2021,Monaco,Street,Qualifying
17.0,5,Aston Martin,71.878,18.947,33.721,19.21,164.87029099486458,54.355067613160806,0.2400635930047694,2021,Monaco,Street,Qualifying
18.0,5,Aston Martin,92.044,22.899,40.399,28.746,128.82436828689578,33.860046472144695,0.3130434782608696,2021,Monaco,Street,Qualifying
19.0,5,Aston Martin,71.563,18.946,33.482,19.135,165.3812019642777,53.95987169455714,0.2672,2021,Monaco,Street,Qualifying
21.0,5,Aston Martin,82.2,25.444,35.492,21.264,143.27980372900103,46.04827887169267,0.2559109874826147,2021,Monaco,Street,Qualifying
22.0,5,Aston Martin,79.391,20.529,36.067,22.795,149.18946041160493,48.13905248440522,0.2712842712842713,2021,Monaco,Street,Qualifying
23.0,5,Aston Martin,71.419,18.734,33.465,19.22,165.79526970441785,54.8194073603196,0.2516025641025641,2021,Monaco,Street,Qualifying
25.0,5,Aston Martin,89.745,24.515,37.006,28.224,131.49819939294778,40.4542919747628,0.2857142857142857,2021,Monaco,Street,Qualifying
1.0,11,Red Bull Racing,96.282,24.686,38.04,33.556,122.66307698787608,38.25753106982797,0.242822966507177,2021,Monaco,Street,Qualifying
2.0,11,Red Bull Racing,73.694,19.607,34.553,19.534,161.5655695398681,52.56261157343945,0.2872670807453416,2021,Monaco,Street,Qualifying
3.0,11,Red Bull Racing,93.176,24.772,45.381,23.023,127.19039790894894,36.55575550732116,0.2822085889570552,2021,Monaco,Street,Qualifying
4.0,11,Red Bull Racing,72.157,19.2,33.818,19.139,163.9856132979069,55.59545659790148,0.2472266244057052,2021,Monaco,Street,Qualifying
5.0,11,Red Bull Racing,95.582,25.859,45.398,24.325,123.44975380305088,31.367630227857678,0.2589928057553957,2021,Monaco,Street,Qualifying
6.0,11,Red Bull Racing,71.679,18.944,33.684,19.051,165.19719013305294,56.43362702020488,0.266347687400319,2021,Monaco,Street,Qualifying
7.0,11,Red Bull Racing,95.244,25.298,46.497,23.449,124.27779973928736,31.51164682357653,0.2725090036014406,2021,Monaco,Street,Qualifying
8.0,11,Red Bull Racing,71.644,18.97,33.708,18.966,165.10205066667058,56.56743914833864,0.2488038277511961,2021,Monaco,Street,Qualifying
10.0,11,Red Bull Racing,96.532,25.298,42.806,28.428,122.09428360495036,38.27146727952229,0.2654028436018957,2021,Monaco,Street,Qualifying
11.0,11,Red Bull Racing,71.503,18.77,33.688,19.045,165.48002344033603,56.65459883751781,0.2615629984051036,2021,Monaco,Street,Qualifying
12.0,11,Red Bull Racing,99.388,26.089,43.78,29.519,118.89166047094464,28.831241655082685,0.2110726643598615,2021,Monaco,Street,Qualifying
13.0,11,Red Bull Racing,71.193,18.773,33.409,19.011,166.48105104130872,56.80832085041991,0.2423756019261637,2021,Monaco,Street,Qualifying
15.0,11,Red Bull Racing,94.496,24.4,37.46,32.636,124.716933722758,41.020593972775465,0.2242424242424242,2021,Monaco,Street,Qualifying
16.0,11,Red Bull Racing,75.218,18.761,34.463,21.994,157.60622254499654,52.022167829640544,0.2602739726027397,2021,Monaco,Street,Qualifying
17.0,11,Red Bull Racing,95.416,20.86,42.635,31.921,124.1874731681616,35.27141969856006,0.2538922155688622,2021,Monaco,Street,Qualifying
18.0,11,Red Bull Racing,71.019,18.67,33.417,18.932,166.71938191251178,57.58725599539461,0.2447665056360708,2021,Monaco,Street,Qualifying
20.0,11,Red Bull Racing,95.651,31.259,40.194,24.198,123.1709215757597,37.90947802929583,0.2700119474313022,2021,Monaco,Street,Qualifying
21.0,11,Red Bull Racing,94.979,20.419,43.022,31.538,124.7302227814928,38.931450118275286,0.3256936067551266,2021,Monaco,Street,Qualifying
22.0,11,Red Bull Racing,71.687,18.84,33.809,19.038,165.07785042386865,56.47898003142552,0.2408293460925039,2021,Monaco,Street,Qualifying
24.0,11,Red Bull Racing,81.404,24.553,36.692,20.159,144.769627798383,50.45990503671359,0.2837078651685393,2021,Monaco,Street,Qualifying
