LapNumber,DriverNumber,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedAvg,ThrottleAvg,BrakeAvg,Year,Circuit,CircuitType,SessionType
14.0,99,Alfa Romeo Racing,85.239,24.011,32.291,28.937,197.1500683755955,61.58698154542731,0.2091152815013404,2021,Barcelona,Technical,Race
15.0,99,Alfa Romeo Racing,86.395,24.062,32.846,29.487,194.69843507347855,59.10028594054468,0.2294429708222811,2021,Barcelona,Technical,Race
16.0,99,Alfa Romeo Racing,84.931,23.63,32.38,28.921,197.4381594609672,61.7428892922696,0.224021592442645,2021,Barcelona,Technical,Race
17.0,99,Alfa Romeo Racing,85.405,23.959,32.336,29.11,196.3670600460472,61.212927209506255,0.2238605898123324,2021,Barcelona,Technical,Race
18.0,99,Alfa Romeo Racing,84.888,23.664,32.22,29.004,198.0089846770516,62.23298014550479,0.206199460916442,2021,Barcelona,Technical,Race
19.0,99,Alfa Romeo Racing,85.042,24.011,32.127,28.904,197.2661821790495,62.16049990778517,0.2021563342318059,2021,Barcelona,Technical,Race
20.0,99,Alfa Romeo Racing,85.269,23.924,32.154,29.191,197.2536089669213,61.42937968963427,0.2013422818791946,2021,Barcelona,Technical,Race
21.0,99,Alfa Romeo Racing,85.288,23.916,32.221,29.151,197.0419016768037,61.517898194552025,0.2,2021,Barcelona,Technical,Race
22.0,99,Alfa Romeo Racing,85.261,23.977,32.197,29.087,196.79216266051304,61.34747004070125,0.2113055181695827,2021,Barcelona,Technical,Race
23.0,99,Alfa Romeo Racing,84.996,23.832,32.126,29.038,197.69974460759727,61.81884228978391,0.2177419354838709,2021,Barcelona,Technical,Race
24.0,99,Alfa Romeo Racing,85.431,23.911,32.168,29.352,196.9116280656627,61.71618107813142,0.2131367292225201,2021,Barcelona,Technical,Race
25.0,99,Alfa Romeo Racing,85.013,23.893,32.06,29.06,197.89211513476957,62.3162764810395,0.2035040431266846,2021,Barcelona,Technical,Race
26.0,99,Alfa Romeo Racing,86.182,24.589,32.449,29.144,195.024790599128,60.162158049407616,0.2194148936170212,2021,Barcelona,Technical,Race
27.0,99,Alfa Romeo Racing,86.851,24.957,32.682,29.212,193.7701295228988,59.46707199684072,0.2063492063492063,2021,Barcelona,Technical,Race
28.0,99,Alfa Romeo Racing,86.595,24.746,32.54,29.309,193.94167527510865,59.2254395374425,0.2187919463087248,2021,Barcelona,Technical,Race
29.0,99,Alfa Romeo Racing,86.4,24.68,32.521,29.199,194.71031520531457,59.800016782063,0.2115902964959568,2021,Barcelona,Technical,Race
30.0,99,Alfa Romeo Racing,88.134,25.139,33.649,29.346,191.1195854175616,58.42181258729518,0.2339572192513369,2021,Barcelona,Technical,Race
31.0,99,Alfa Romeo Racing,86.402,24.727,32.512,29.163,195.0118896134313,60.09532277964141,0.2131147540983606,2021,Barcelona,Technical,Race
32.0,99,Alfa Romeo Racing,86.408,24.795,32.383,29.23,194.48741676613253,59.39765755512018,0.2122448979591836,2021,Barcelona,Technical,Race
33.0,99,Alfa Romeo Racing,85.302,24.064,32.106,29.132,196.9157177446753,61.45766898047473,0.208731241473397,2021,Barcelona,Technical,Race
34.0,99,Alfa Romeo Racing,85.029,23.959,32.054,29.016,197.8387486005708,61.593660652467065,0.1939477303988996,2021,Barcelona,Technical,Race
35.0,99,Alfa Romeo Racing,85.234,23.907,32.106,29.221,197.70358023131772,61.682052051411695,0.1929347826086956,2021,Barcelona,Technical,Race
36.0,99,Alfa Romeo Racing,85.111,23.92,32.039,29.152,198.18507311601488,61.82811806530421,0.1959459459459459,2021,Barcelona,Technical,Race
37.0,99,Alfa Romeo Racing,86.82,25.023,32.45,29.347,193.7002306377024,59.86408644081446,0.2092715231788079,2021,Barcelona,Technical,Race
38.0,99,Alfa Romeo Racing,85.72,24.169,32.298,29.253,196.74222862579828,60.60742052523535,0.196,2021,Barcelona,Technical,Race
39.0,99,Alfa Romeo Racing,92.536,24.135,33.793,34.608,181.082015144006,53.39791975747015,0.2376237623762376,2021,Barcelona,Technical,Race
40.0,99,Alfa Romeo Racing,104.771,44.376,31.947,28.448,160.5273464211132,57.217178469331486,0.1980306345733041,2021,Barcelona,Technical,Race
41.0,99,Alfa Romeo Racing,83.22,23.623,31.415,28.182,202.47603889340544,63.09151346229836,0.1856946354883081,2021,Barcelona,Technical,Race
42.0,99,Alfa Romeo Racing,82.802,23.424,31.139,28.239,202.91034334918723,64.69854812257554,0.1911357340720221,2021,Barcelona,Technical,Race
43.0,99,Alfa Romeo Racing,83.004,23.446,31.189,28.369,202.84862346089307,64.68856939029902,0.1829436038514443,2021,Barcelona,Technical,Race
44.0,99,Alfa Romeo Racing,83.056,23.532,31.202,28.322,202.52289158377565,63.66027594028668,0.1862068965517241,2021,Barcelona,Technical,Race
45.0,99,Alfa Romeo Racing,83.193,23.48,31.276,28.437,202.31377234480647,64.41036709472866,0.1815680880330124,2021,Barcelona,Technical,Race
46.0,99,Alfa Romeo Racing,83.266,23.48,31.271,28.515,202.0845394325261,64.19994235896418,0.1829436038514443,2021,Barcelona,Technical,Race
47.0,99,Alfa Romeo Racing,83.532,23.491,31.501,28.54,201.566673300226,63.54085322467019,0.1767123287671232,2021,Barcelona,Technical,Race
48.0,99,Alfa Romeo Racing,83.521,23.468,31.429,28.624,202.8701813521138,63.71887598018079,0.205020920502092,2021,Barcelona,Technical,Race
49.0,99,Alfa Romeo Racing,83.429,23.349,31.501,28.579,201.77087351987285,63.9562929384072,0.1810699588477366,2021,Barcelona,Technical,Race
50.0,99,Alfa Romeo Racing,84.806,23.629,32.186,28.991,198.44577125178532,61.19786190006447,0.2078272604588394,2021,Barcelona,Technical,Race
51.0,99,Alfa Romeo Racing,83.381,23.226,31.527,28.628,201.8784931416346,63.31754092254194,0.184065934065934,2021,Barcelona,Technical,Race
52.0,99,Alfa Romeo Racing,83.303,23.582,31.502,28.219,202.04377549337013,63.525044431686325,0.1664374140302613,2021,Barcelona,Technical,Race
53.0,99,Alfa Romeo Racing,83.237,23.582,31.43,28.225,202.339588612847,64.08126021357444,0.1845730027548209,2021,Barcelona,Technical,Race
54.0,99,Alfa Romeo Racing,83.119,23.478,31.307,28.334,202.66309421981788,64.19232057474287,0.1818181818181818,2021,Barcelona,Technical,Race
55.0,99,Alfa Romeo Racing,83.05,23.397,31.307,28.346,202.9665852193799,64.81411540952942,0.1776859504132231,2021,Barcelona,Technical,Race
56.0,99,Alfa Romeo Racing,83.06,23.483,31.233,28.344,202.7779887164819,64.37026534999305,0.1818181818181818,2021,Barcelona,Technical,Race
57.0,99,Alfa Romeo Racing,83.098,23.54,31.186,28.372,202.73076361092788,64.62863834224025,0.1806896551724137,2021,Barcelona,Technical,Race
58.0,99,Alfa Romeo Racing,83.229,23.499,31.383,28.347,202.58630002001817,64.8880461838394,0.1758241758241758,2021,Barcelona,Technical,Race
59.0,99,Alfa Romeo Racing,83.511,23.654,31.503,28.354,201.86080625059773,64.39499240133112,0.1794520547945205,2021,Barcelona,Technical,Race
60.0,99,Alfa Romeo Racing,83.623,23.648,31.524,28.451,201.6573848882284,63.89475843359441,0.1819425444596443,2021,Barcelona,Technical,Race
61.0,99,Alfa Romeo Racing,83.555,23.694,31.428,28.433,201.83641815896644,63.89928334650855,0.1851851851851851,2021,Barcelona,Technical,Race
62.0,99,Alfa Romeo Racing,85.31,23.634,31.422,30.254,197.9495787872553,61.1014272440101,0.1834002677376171,2021,Barcelona,Technical,Race
63.0,99,Alfa Romeo Racing,83.949,23.751,31.66,28.538,200.9530120337328,61.96721568937953,0.1852861035422343,2021,Barcelona,Technical,Race
64.0,99,Alfa Romeo Racing,83.445,23.652,31.341,28.452,202.2962736135535,63.698633966275246,0.1760660247592847,2021,Barcelona,Technical,Race
65.0,99,Alfa Romeo Racing,83.896,23.713,31.529,28.654,201.09948110915195,62.08778926012428,0.2019099590723056,2021,Barcelona,Technical,Race
1.0,16,Ferrari,122.245,41.672,53.11,27.463,96.90633776571048,27.563311026115883,0.2866379310344827,2022,Monaco,Street,Qualifying
2.0,16,Ferrari,74.892,20.134,35.102,19.656,157.39373417586177,54.32097837104226,0.2943262411347517,2022,Monaco,Street,Qualifying
3.0,16,Ferrari,105.643,34.902,46.629,24.112,111.82156289236012,31.29488197433348,0.2981366459627329,2022,Monaco,Street,Qualifying
4.0,16,Ferrari,72.939,19.351,34.263,19.325,164.40167828518275,56.32341635091227,0.3062730627306273,2022,Monaco,Street,Qualifying
5.0,16,Ferrari,100.361,27.058,48.237,25.066,118.62362863323108,32.11017017119075,0.3104359313077939,2022,Monaco,Street,Qualifying
6.0,16,Ferrari,72.569,19.174,34.06,19.335,163.20848356552287,57.06124118795766,0.2776769509981851,2022,Monaco,Street,Qualifying
7.0,16,Ferrari,105.036,25.596,51.822,27.618,111.76345579645547,28.85668228805712,0.2665832290362954,2022,Monaco,Street,Qualifying
8.0,16,Ferrari,89.131,23.415,43.145,22.571,132.6410919831291,39.090424214954325,0.3110773899848255,2022,Monaco,Street,Qualifying
10.0,16,Ferrari,103.407,38.153,41.806,23.448,116.36384327912484,37.51843620470287,0.2748387096774193,2022,Monaco,Street,Qualifying
11.0,16,Ferrari,72.092,19.141,33.913,19.038,165.00691550335378,57.69768182077147,0.2703703703703703,2022,Monaco,Street,Qualifying
12.0,16,Ferrari,98.168,27.412,46.526,24.23,120.52394004631724,31.8134090201472,0.2870619946091644,2022,Monaco,Street,Qualifying
13.0,16,Ferrari,90.972,25.026,42.952,22.994,129.3148596006556,36.62987822419947,0.2986822840409956,2022,Monaco,Street,Qualifying
14.0,16,Ferrari,71.864,18.907,33.928,19.029,163.896107239444,57.55137411963951,0.2828467153284671,2022,Monaco,Street,Qualifying
16.0,16,Ferrari,103.434,36.972,41.793,24.669,114.01980714203891,33.54243190960247,0.3124215809284818,2022,Monaco,Street,Qualifying
17.0,16,Ferrari,95.859,23.386,45.837,26.636,124.65372327478885,34.963457187739394,0.3232462173314993,2022,Monaco,Street,Qualifying
19.0,16,Ferrari,91.454,28.875,39.992,22.587,127.85587706101462,41.92524582097676,0.2988505747126437,2022,Monaco,Street,Qualifying
20.0,16,Ferrari,71.376,18.872,33.738,18.766,165.09358655669357,58.53702313257124,0.2635514018691589,2022,Monaco,Street,Qualifying
21.0,16,Ferrari,100.19,25.632,47.94,26.618,118.85473990869824,33.20634254339497,0.2840158520475561,2022,Monaco,Street,Qualifying
23.0,16,Ferrari,114.474,39.503,45.017,29.954,102.6805139905992,32.3166084082089,0.265661252900232,2022,Monaco,Street,Qualifying
1.0,55,Ferrari,117.457,35.353,51.837,30.267,100.52184743009202,28.371924296606476,0.2984234234234234,2022,Monaco,Street,Qualifying
2.0,55,Ferrari,86.147,20.792,41.618,23.737,136.61963650095808,41.62393388050506,0.3328267477203647,2022,Monaco,Street,Qualifying
3.0,55,Ferrari,73.292,19.589,34.489,19.214,161.29603441587176,53.734762124948695,0.2960992907801418,2022,Monaco,Street,Qualifying
4.0,55,Ferrari,98.231,26.805,46.956,24.47,122.18468145385616,30.50308851597033,0.268595041322314,2022,Monaco,Street,Qualifying
5.0,55,Ferrari,98.36,25.765,45.606,26.989,119.72941470500506,31.748010114693304,0.2516823687752355,2022,Monaco,Street,Qualifying
6.0,55,Ferrari,72.616,19.392,34.106,19.118,163.4639030282328,54.04345390623233,0.3047445255474452,2022,Monaco,Street,Qualifying
7.0,55,Ferrari,106.895,26.049,48.589,32.257,111.93514967546945,28.591206829479876,0.2324723247232472,2022,Monaco,Street,Qualifying
8.0,55,Ferrari,107.573,28.263,46.43,32.88,111.13083081555128,29.444086057679197,0.2289308176100629,2022,Monaco,Street,Qualifying
10.0,55,Ferrari,94.866,31.408,38.446,25.012,125.0484043521538,40.10081122403369,0.2379603399433427,2022,Monaco,Street,Qualifying
11.0,55,Ferrari,72.074,19.212,33.899,18.963,165.03975937995654,55.46351312144181,0.3019891500904159,2022,Monaco,Street,Qualifying
12.0,55,Ferrari,98.352,27.833,44.216,26.303,119.14628286321908,26.717113544929,0.2249322493224932,2022,Monaco,Street,Qualifying
13.0,55,Ferrari,103.597,33.585,45.244,24.768,113.74338573570144,30.346974337012377,0.2816901408450704,2022,Monaco,Street,Qualifying
14.0,55,Ferrari,98.442,19.174,36.253,43.015,118.74478289545252,35.55379014467352,0.3229729729729729,2022,Monaco,Street,Qualifying
15.0,55,Ferrari,101.692,31.681,44.567,25.444,116.13750812874054,31.483667489056582,0.2121212121212121,2022,Monaco,Street,Qualifying
16.0,55,Ferrari,92.033,21.304,46.412,24.317,129.19039869935088,35.782137369394285,0.2485955056179775,2022,Monaco,Street,Qualifying
17.0,55,Ferrari,76.897,19.117,33.914,23.866,151.6897234716491,47.37342834089287,0.3115577889447236,2022,Monaco,Street,Qualifying
18.0,55,Ferrari,108.816,30.005,46.91,31.901,109.83926004629028,29.091838257576004,0.241504854368932,2022,Monaco,Street,Qualifying
19.0,55,Ferrari,72.322,19.191,34.057,19.074,162.10656243647955,53.80826797819937,0.3071297989031079,2022,Monaco,Street,Qualifying
21.0,55,Ferrari,98.908,35.129,40.856,22.923,118.55133809408105,39.41130564950137,0.2100271002710027,2022,Monaco,Street,Qualifying
22.0,55,Ferrari,71.601,18.964,33.738,18.899,165.17442708518254,56.68339459018625,0.315018315018315,2022,Monaco,Street,Qualifying
24.0,55,Ferrari,114.507,39.489,45.232,29.786,104.70336794876638,35.09177083888253,0.2192262602579132,2022,Monaco,Street,Qualifying
1.0,11,Red Bull Racing,95.797,26.182,39.097,30.518,124.3715130874078,38.385537026317245,0.2578347578347578,2022,Monaco,Street,Qualifying
2.0,11,Red Bull Racing,74.369,19.879,34.873,19.617,158.66541177636066,52.918730709643256,0.328719723183391,2022,Monaco,Street,Qualifying
3.0,11,Red Bull Racing,108.691,32.451,39.369,36.871,109.05304125115876,29.621678265211937,0.2306748466257668,2022,Monaco,Street,Qualifying
4.0,11,Red Bull Racing,73.292,19.583,34.484,19.225,159.97526568857643,52.83697418526321,0.2744755244755245,2022,Monaco,Street,Qualifying
5.0,11,Red Bull Racing,99.58,25.64,50.147,23.793,116.27918169025386,28.13812565940699,0.3036935704514364,2022,Monaco,Street,Qualifying
6.0,11,Red Bull Racing,73.324,19.596,34.42,19.308,160.97284863799598,53.984538562851256,0.2717190388170055,2022,Monaco,Street,Qualifying
7.0,11,Red Bull Racing,93.426,26.392,44.376,22.658,126.87062199610342,32.136649915849844,0.2517385257301808,2022,Monaco,Street,Qualifying
8.0,11,Red Bull Racing,73.004,19.28,34.519,19.205,161.97120349403266,55.01722131733544,0.2920353982300885,2022,Monaco,Street,Qualifying
10.0,11,Red Bull Racing,93.087,26.87,39.541,26.676,128.01351390327443,40.40340977362951,0.3122302158273381,2022,Monaco,Street,Qualifying
11.0,11,Red Bull Racing,72.059,19.03,34.049,18.98,163.09102680628644,54.55681884559765,0.2627737226277372,2022,Monaco,Street,Qualifying
12.0,11,Red Bull Racing,168.874,26.736,42.617,99.521,68.78340825971875,21.38348043668799,0.2411067193675889,2022,Monaco,Street,Qualifying
13.0,11,Red Bull Racing,86.0,25.159,39.247,21.594,138.90282235194775,42.11176258098993,0.2671755725190839,2022,Monaco,Street,Qualifying
14.0,11,Red Bull Racing,71.954,18.967,34.045,18.942,162.61488367193098,54.804140104650585,0.2695810564663023,2022,Monaco,Street,Qualifying
16.0,11,Red Bull Racing,94.027,22.814,40.114,31.099,124.73469485484463,40.1390326607696,0.2792665726375176,2022,Monaco,Street,Qualifying
17.0,11,Red Bull Racing,72.09,18.972,34.035,19.083,164.98657000324343,55.275474683713554,0.2820976491862568,2022,Monaco,Street,Qualifying
19.0,11,Red Bull Racing,93.884,25.734,40.264,27.886,127.9706369297645,41.44418664245982,0.3058321479374111,2022,Monaco,Street,Qualifying
20.0,11,Red Bull Racing,71.629,18.909,33.891,18.829,163.94823332159905,56.308090805054505,0.2783882783882784,2022,Monaco,Street,Qualifying
21.0,11,Red Bull Racing,90.801,26.268,42.71,21.823,129.47835432204715,32.14818761981188,0.2463976945244956,2022,Monaco,Street,Qualifying
22.0,11,Red Bull Racing,74.187,18.904,34.284,20.999,158.62117882269516,53.3625388993493,0.2854640980735551,2022,Monaco,Street,Qualifying
24.0,11,Red Bull Racing,91.935,22.769,36.857,32.309,127.40196055254924,42.271699738712286,0.2817919075144509,2022,Monaco,Street,Qualifying
1.0,1,Red Bull Racing,103.352,32.183,42.175,28.994,116.80195407239626,34.32341293167311,0.2198675496688741,2022,Monaco,Street,Qualifying
2.0,1,Red Bull Racing,74.295,20.092,34.814,19.389,158.61136186857485,51.60734847006851,0.2750865051903114,2022,Monaco,Street,Qualifying
3.0,1,Red Bull Racing,95.885,25.382,42.692,27.811,123.35067937517468,30.22677709655419,0.2357836338418862,2022,Monaco,Street,Qualifying
4.0,1,Red Bull Racing,73.402,19.457,34.585,19.36,161.58248008133222,52.123027879984974,0.2966841186736474,2022,Monaco,Street,Qualifying
5.0,1,Red Bull Racing,98.902,25.314,46.202,27.386,119.35772410703495,27.790547862859423,0.2334254143646408,2022,Monaco,Street,Qualifying
6.0,1,Red Bull Racing,72.993,19.346,34.344,19.303,159.7084232346756,53.16210193266965,0.2732342007434944,2022,Monaco,Street,Qualifying
7.0,1,Red Bull Racing,91.612,23.916,46.192,21.504,129.52586690221307,29.33598730009752,0.2436260623229461,2022,Monaco,Street,Qualifying
8.0,1,Red Bull Racing,73.068,19.317,34.385,19.366,161.1613554284501,52.50458078166461,0.3109540636042402,2022,Monaco,Street,Qualifying
10.0,1,Red Bull Racing,106.558,48.515,37.347,20.696,142.7712644064183,45.79451698581279,0.2544570502431118,2022,Monaco,Street,Qualifying
11.0,1,Red Bull Racing,72.551,19.236,34.335,18.98,162.75629411590432,54.528206726752025,0.2787769784172662,2022,Monaco,Street,Qualifying
12.0,1,Red Bull Racing,108.681,25.795,48.706,34.18,108.86156385763054,29.23585089871538,0.211750305997552,2022,Monaco,Street,Qualifying
13.0,1,Red Bull Racing,96.953,26.162,44.868,25.923,120.1663339004484,32.33151825871778,0.2283356258596973,2022,Monaco,Street,Qualifying
14.0,1,Red Bull Racing,72.353,19.207,34.105,19.041,162.34419149514403,52.55990991248286,0.2909090909090909,2022,Monaco,Street,Qualifying
16.0,1,Red Bull Racing,99.704,27.003,41.724,30.977,116.4962704516444,31.874738717333496,0.2433862433862433,2022,Monaco,Street,Qualifying
17.0,1,Red Bull Racing,72.117,19.099,33.995,19.023,164.08588034609085,54.95981537438573,0.2681159420289855,2022,Monaco,Street,Qualifying
19.0,1,Red Bull Racing,94.702,31.206,37.947,25.549,127.33957577819184,41.43693919324574,0.2478753541076487,2022,Monaco,Street,Qualifying
20.0,1,Red Bull Racing,71.666,18.987,33.827,18.852,164.72883416146976,55.4130535389162,0.2823315118397085,2022,Monaco,Street,Qualifying
22.0,1,Red Bull Racing,85.155,25.548,38.078,21.529,138.87196531811736,42.71921036260834,0.2648401826484018,2022,Monaco,Street,Qualifying
23.0,1,Red Bull Racing,71.903,19.129,33.842,18.932,164.06557627362733,54.84842292059759,0.26,2022,Monaco,Street,Qualifying
24.0,1,Red Bull Racing,102.903,28.066,41.819,33.018,114.12133900126966,27.15658195805742,0.2525906735751295,2022,Monaco,Street,Qualifying
1.0,4,McLaren,99.104,32.113,43.489,23.502,120.28596806620176,30.86686834239581,0.139945652173913,2022,Monaco,Street,Qualifying
2.0,4,McLaren,75.8,20.454,35.746,19.6,156.5313036648958,49.90306577633964,0.2340425531914893,2022,Monaco,Street,Qualifying
3.0,4,McLaren,115.437,29.884,49.891,35.662,103.15767993312096,21.16389628138872,0.1945392491467577,2022,Monaco,Street,Qualifying
4.0,4,McLaren,74.192,19.941,34.855,19.396,159.394525224534,51.72144034824754,0.2342657342657342,2022,Monaco,Street,Qualifying
5.0,4,McLaren,98.013,25.306,48.274,24.433,121.40948800566944,26.18969203993068,0.2166212534059945,2022,Monaco,Street,Qualifying
6.0,4,McLaren,73.8,19.706,34.711,19.383,161.38951761714506,52.44844340531595,0.2504537205081669,2022,Monaco,Street,Qualifying
8.0,4,McLaren,105.726,33.519,44.179,28.028,112.04486795472748,26.61468317350221,0.1877394636015325,2022,Monaco,Street,Qualifying
10.0,4,McLaren,100.087,30.632,39.742,29.713,118.68985009343828,34.76824519282116,0.1477572559366754,2022,Monaco,Street,Qualifying
11.0,4,McLaren,72.927,19.542,34.275,19.11,160.3430159675171,51.60203102891339,0.2450090744101633,2022,Monaco,Street,Qualifying
13.0,4,McLaren,92.668,30.295,38.289,24.084,126.19822402056822,37.04582927729269,0.2085714285714285,2022,Monaco,Street,Qualifying
14.0,4,McLaren,72.911,19.234,34.515,19.162,161.93272006241702,53.7721357399326,0.2242314647377938,2022,Monaco,Street,Qualifying
15.0,4,McLaren,96.759,24.781,46.074,25.904,122.49502373680431,24.909940924048563,0.2100954979536153,2022,Monaco,Street,Qualifying
16.0,4,McLaren,72.678,19.319,34.299,19.06,163.37755499027514,55.406784540048285,0.2271880819366853,2022,Monaco,Street,Qualifying
18.0,4,McLaren,96.525,29.582,42.579,24.364,123.49190280030986,33.085304739654745,0.1729222520107238,2022,Monaco,Street,Qualifying
19.0,4,McLaren,72.266,19.188,34.131,18.947,163.49926095411018,53.86668867925996,0.2419928825622775,2022,Monaco,Street,Qualifying
21.0,4,McLaren,99.273,34.526,41.447,23.3,120.00545761839015,32.06191836322655,0.1978319783197832,2022,Monaco,Street,Qualifying
22.0,4,McLaren,72.451,19.159,34.322,18.97,161.83430171390245,54.099226004059446,0.2320143884892086,2022,Monaco,Street,Qualifying
24.0,4,McLaren,87.563,26.858,39.244,21.461,135.25764478547896,37.1570644568839,0.2233727810650887,2022,Monaco,Street,Qualifying
25.0,4,McLaren,71.849,19.126,33.77,18.953,162.95452848547217,55.58169917214895,0.2185185185185185,2022,Monaco,Street,Qualifying
26.0,4,McLaren,116.024,25.683,50.301,40.04,101.87650377101276,19.24688034470388,0.1531428571428571,2022,Monaco,Street,Qualifying
1.0,63,Mercedes,98.676,31.007,42.779,24.89,120.47690320465684,36.24334785617149,0.1997206703910614,2022,Monaco,Street,Qualifying
2.0,63,Mercedes,76.628,20.536,35.847,20.245,153.80725607404526,49.69388415957199,0.2787162162162162,2022,Monaco,Street,Qualifying
3.0,63,Mercedes,106.811,25.634,45.361,35.816,110.84481136104768,25.29887419129761,0.1517412935323383,2022,Monaco,Street,Qualifying
4.0,63,Mercedes,74.571,20.003,34.897,19.671,160.21709513785206,54.52421661365164,0.2581755593803786,2022,Monaco,Street,Qualifying
5.0,63,Mercedes,93.841,25.623,43.052,25.166,128.0469432395069,29.60322253425116,0.1697841726618705,2022,Monaco,Street,Qualifying
6.0,63,Mercedes,73.852,19.45,34.922,19.48,158.46816178377665,54.01482650158966,0.2601476014760147,2022,Monaco,Street,Qualifying
7.0,63,Mercedes,103.008,22.089,39.743,41.176,113.30101828006303,30.379971378410414,0.1719342604298356,2022,Monaco,Street,Qualifying
8.0,63,Mercedes,88.867,26.126,39.939,22.802,132.4841489494538,40.2655003050341,0.2261380323054332,2022,Monaco,Street,Qualifying
9.0,63,Mercedes,91.61,22.815,41.775,27.02,129.59649477559188,33.370992274455524,0.1785195936139332,2022,Monaco,Street,Qualifying
10.0,63,Mercedes,72.787,19.321,34.159,19.307,158.97382339128825,52.79585639899504,0.2495238095238095,2022,Monaco,Street,Qualifying
12.0,63,Mercedes,106.238,37.487,42.484,26.267,112.04006518849155,31.194137841751655,0.1545226130653266,2022,Monaco,Street,Qualifying
13.0,63,Mercedes,94.333,24.366,41.955,28.012,125.9383095395129,32.17335851092219,0.2104519774011299,2022,Monaco,Street,Qualifying
14.0,63,Mercedes,72.917,19.329,34.207,19.381,163.09997957433492,55.80576689677628,0.26497277676951,2022,Monaco,Street,Qualifying
15.0,63,Mercedes,96.635,23.339,44.204,29.092,123.80763273385335,30.6362157576009,0.1848275862068965,2022,Monaco,Street,Qualifying
16.0,63,Mercedes,73.769,19.276,34.492,20.001,160.0549606252354,54.64562272984797,0.2388591800356506,2022,Monaco,Street,Qualifying
18.0,63,Mercedes,99.142,28.06,44.151,26.931,120.62540278598726,33.531365551164654,0.2464146023468057,2022,Monaco,Street,Qualifying
19.0,63,Mercedes,72.617,19.221,34.207,19.189,162.29870840954862,54.90096867109676,0.2509090909090909,2022,Monaco,Street,Qualifying
21.0,63,Mercedes,97.233,33.543,40.906,22.784,120.91971820447893,35.0576612142692,0.1978171896316507,2022,Monaco,Street,Qualifying
22.0,63,Mercedes,89.304,22.624,41.582,25.098,131.5685893022716,36.15191041247388,0.2205663189269746,2022,Monaco,Street,Qualifying
23.0,63,Mercedes,72.635,19.256,34.18,19.199,163.00666794750128,55.15327100128007,0.2554347826086957,2022,Monaco,Street,Qualifying
25.0,63,Mercedes,87.657,24.27,40.454,22.933,135.2851129733554,42.90701261596323,0.243362831858407,2022,Monaco,Street,Qualifying
26.0,63,Mercedes,72.112,18.981,34.016,19.115,164.88806748818303,56.910890935403096,0.236697247706422,2022,Monaco,Street,Qualifying
1.0,14,Alpine,97.132,29.073,45.397,22.662,122.2000269247716,36.7064766712438,0.2672176308539944,2022,Monaco,Street,Qualifying
2.0,14,Alpine,91.719,23.474,43.062,25.183,127.9976030355624,39.19960320585197,0.29004329004329,2022,Monaco,Street,Qualifying
3.0,14,Alpine,74.148,19.75,34.89,19.508,159.665018187193,54.44995002374059,0.2834782608695652,2022,Monaco,Street,Qualifying
4.0,14,Alpine,97.552,25.643,48.251,23.658,119.67956876696248,30.41324401217058,0.3045267489711934,2022,Monaco,Street,Qualifying
5.0,14,Alpine,73.394,19.563,34.527,19.304,159.66818294464505,53.66125118035379,0.293040293040293,2022,Monaco,Street,Qualifying
7.0,14,Alpine,104.968,27.414,47.51,30.044,112.37298694219405,33.2903736135646,0.3082901554404145,2022,Monaco,Street,Qualifying
9.0,14,Alpine,99.486,30.151,43.224,26.111,119.23092276043069,34.15114874218052,0.1912350597609561,2022,Monaco,Street,Qualifying
10.0,14,Alpine,74.766,19.568,34.502,20.696,157.39451149967556,51.711692818196205,0.2952548330404217,2022,Monaco,Street,Qualifying
12.0,14,Alpine,90.794,25.416,38.855,26.523,130.10158852582083,44.067769007739614,0.2697947214076246,2022,Monaco,Street,Qualifying
13.0,14,Alpine,72.721,19.289,34.267,19.165,163.4726903644881,55.44885479273756,0.2765567765567766,2022,Monaco,Street,Qualifying
15.0,14,Alpine,94.395,28.59,41.946,23.859,125.42560168667949,35.42090185618664,0.2766251728907331,2022,Monaco,Street,Qualifying
16.0,14,Alpine,72.688,19.318,34.309,19.061,163.9298153091752,55.76473141623879,0.2981818181818181,2022,Monaco,Street,Qualifying
18.0,14,Alpine,87.119,25.118,40.005,21.996,135.8378861695045,45.88298434861914,0.2685887708649468,2022,Monaco,Street,Qualifying
19.0,14,Alpine,72.247,19.08,34.086,19.081,164.0349627976948,54.98391617943288,0.2851985559566787,2022,Monaco,Street,Qualifying
21.0,14,Alpine,107.407,26.418,45.954,35.035,111.00357226425685,34.685232930389404,0.3296158612143742,2022,Monaco,Street,Qualifying
1.0,44,Mercedes,97.801,33.783,41.202,22.816,122.06075419951696,38.60895093846562,0.2875354107648725,2022,Monaco,Street,Qualifying
2.0,44,Mercedes,75.391,20.118,35.416,19.857,157.1236555128077,53.90964783577966,0.2810344827586207,2022,Monaco,Street,Qualifying
3.0,44,Mercedes,108.642,29.257,42.08,37.305,109.03301053224378,26.86230813412016,0.2134146341463414,2022,Monaco,Street,Qualifying
4.0,44,Mercedes,74.79,20.04,34.942,19.808,158.73717865005153,55.19379383778694,0.2629757785467128,2022,Monaco,Street,Qualifying
5.0,44,Mercedes,101.523,27.416,44.938,29.169,117.6827946327034,26.22906211969179,0.2480211081794195,2022,Monaco,Street,Qualifying
