Cluster,ThrottleAvg,BrakeAvg,SpeedAvg
0,44.98989631539689,0.26225385026765635,149.8251817502316
1,69.05729376459247,0.17955827452191486,214.6717497999117
2,34.154977492125724,0.16723149967807246,141.68570336293752
