LapNumber,DriverNumber,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedAvg,ThrottleAvg,BrakeAvg,Year,Circuit,CircuitType,SessionType,Cluster,NormRank
6.0,31,Alpine,108.106,25.671,36.217,46.218,154.10740573672967,42.38482938045424,0.2033898305084746,2021,Barcelona,Technical,Qualifying,2,147.0
8.0,31,Alpine,77.743,21.856,29.144,26.743,216.56873644698413,72.84030642652718,0.163235294117647,2021,Barcelona,Technical,Qualifying,1,23.0
9.0,31,Alpine,102.051,26.792,37.152,38.107,163.58609836129688,45.05719770223582,0.147982062780269,2021,Barcelona,Technical,Qualifying,2,125.0
11.0,31,Alpine,77.58,21.861,29.087,26.632,217.3740328766266,72.48488092267353,0.1678939617083946,2021,Barcelona,Technical,Qualifying,1,12.0
12.0,31,Alpine,101.327,26.464,36.978,37.885,164.7827621602553,46.57573815112159,0.1380090497737556,2021,Barcelona,Technical,Qualifying,2,120.0
14.0,31,Alpine,77.868,21.876,29.134,26.858,216.67259481534228,72.75733773032027,0.1644640234948605,2021,Barcelona,Technical,Qualifying,1,27.0
2.0,55,Ferrari,78.205,21.991,29.103,27.111,215.8392972787308,72.03470296918536,0.1769005847953216,2021,Barcelona,Technical,Qualifying,1,46.0
3.0,55,Ferrari,99.262,26.438,35.836,36.988,168.15244376444227,40.79538246788955,0.1778290993071593,2021,Barcelona,Technical,Qualifying,2,111.0
5.0,55,Ferrari,77.847,21.99,28.986,26.871,216.6953513602354,72.59349200235366,0.1732745961820851,2021,Barcelona,Technical,Qualifying,1,26.0
6.0,55,Ferrari,102.992,27.311,38.07,37.611,162.20013948712847,39.272755707420025,0.1624026696329254,2021,Barcelona,Technical,Qualifying,2,128.0
8.0,55,Ferrari,77.656,21.997,29.031,26.628,217.26536019929617,73.75685683363122,0.1779411764705882,2021,Barcelona,Technical,Qualifying,1,16.0
9.0,55,Ferrari,106.856,28.591,38.708,39.557,156.21759207550963,34.09424789742804,0.1296891747052518,2021,Barcelona,Technical,Qualifying,2,144.0
11.0,55,Ferrari,77.62,21.942,28.908,26.77,217.2929725184835,73.26807837016658,0.1578171091445427,2021,Barcelona,Technical,Qualifying,1,13.0
12.0,55,Ferrari,103.391,28.656,37.946,36.789,161.92838476021544,38.331398351549936,0.1450719822812846,2021,Barcelona,Technical,Qualifying,2,131.0
14.0,55,Ferrari,77.808,21.91,28.965,26.933,216.5262810727744,72.84961929564197,0.1794117647058823,2021,Barcelona,Technical,Qualifying,1,24.0
2.0,3,McLaren,78.264,21.879,29.242,27.143,215.24853245747832,69.91509831242462,0.1654465592972181,2021,Barcelona,Technical,Qualifying,1,49.0
3.0,3,McLaren,100.852,29.999,35.261,35.592,165.44517352790064,39.92396197544554,0.084090909090909,2021,Barcelona,Technical,Qualifying,2,115.0
5.0,3,McLaren,78.037,21.815,29.18,27.042,216.0864810875183,70.40636828950373,0.1524926686217008,2021,Barcelona,Technical,Qualifying,1,35.0
6.0,3,McLaren,97.296,25.31,34.706,37.28,171.65227622839785,38.48301176720118,0.0694935217903415,2021,Barcelona,Technical,Qualifying,2,99.0
8.0,3,McLaren,77.719,21.724,29.093,26.902,216.91756322330227,71.57425956449751,0.1512481644640235,2021,Barcelona,Technical,Qualifying,1,22.0
9.0,3,McLaren,106.204,30.049,37.941,38.214,157.03072166027658,32.98965777566512,0.0872844827586206,2021,Barcelona,Technical,Qualifying,2,138.0
11.0,3,McLaren,77.622,21.773,29.067,26.782,217.2417130469981,70.56724641159335,0.1531664212076583,2021,Barcelona,Technical,Qualifying,1,14.0
12.0,3,McLaren,97.985,25.463,35.099,37.423,170.6163106291401,38.75379616710652,0.0783625730994152,2021,Barcelona,Technical,Qualifying,2,103.0
2.0,11,Red Bull Racing,78.609,22.355,29.259,26.995,214.39943584543883,70.93880643604885,0.1530612244897959,2021,Barcelona,Technical,Qualifying,1,61.0
3.0,11,Red Bull Racing,124.695,40.812,45.835,38.048,135.2132164393448,23.798526316921954,0.1681985294117647,2021,Barcelona,Technical,Qualifying,2,156.0
4.0,11,Red Bull Racing,135.553,39.434,61.846,34.273,123.48982527139236,26.693000863821588,0.2067796610169491,2021,Barcelona,Technical,Qualifying,2,160.0
5.0,11,Red Bull Racing,78.203,22.176,29.279,26.748,215.9147283925187,71.82829486654846,0.1591240875912409,2021,Barcelona,Technical,Qualifying,1,45.0
6.0,11,Red Bull Racing,107.828,29.486,42.891,35.451,155.16952746177654,37.38593923499654,0.2029755579171094,2021,Barcelona,Technical,Qualifying,2,145.0
8.0,11,Red Bull Racing,78.069,22.234,29.14,26.695,216.380621694744,71.19332154722963,0.1647058823529411,2021,Barcelona,Technical,Qualifying,1,39.0
9.0,11,Red Bull Racing,129.701,30.094,39.947,59.66,129.02435286556386,28.01142966602132,0.2022968197879858,2021,Barcelona,Technical,Qualifying,2,159.0
11.0,11,Red Bull Racing,77.669,21.883,29.082,26.704,217.42236758422635,71.95268392303085,0.1602941176470588,2021,Barcelona,Technical,Qualifying,1,17.0
12.0,11,Red Bull Racing,101.055,28.017,35.484,37.554,165.39857740162293,43.212211611265424,0.2176870748299319,2021,Barcelona,Technical,Qualifying,0,119.0
14.0,11,Red Bull Racing,96.88,21.915,29.027,45.938,171.4526168048926,56.81922240697962,0.2186761229314421,2021,Barcelona,Technical,Qualifying,0,97.0
16.0,11,Red Bull Racing,77.701,21.885,28.976,26.84,217.02986441275087,71.53154521174484,0.1605301914580265,2021,Barcelona,Technical,Qualifying,1,19.0
2.0,4,McLaren,78.806,21.909,29.323,27.574,213.9077944134211,69.67201857134394,0.1683599419448476,2021,Barcelona,Technical,Qualifying,1,64.0
3.0,4,McLaren,106.543,34.116,35.894,36.533,156.25489848599975,35.87638824494015,0.1905274488697524,2021,Barcelona,Technical,Qualifying,2,141.0
5.0,4,McLaren,77.821,21.806,29.11,26.905,216.7172510269673,71.26135974711406,0.1617647058823529,2021,Barcelona,Technical,Qualifying,1,25.0
6.0,4,McLaren,106.455,29.018,39.419,38.018,156.5401784227361,33.75223829389025,0.1485468245425188,2021,Barcelona,Technical,Qualifying,2,140.0
8.0,4,McLaren,77.696,21.83,29.021,26.845,216.6705598924585,71.1350025491963,0.1610044313146233,2021,Barcelona,Technical,Qualifying,1,18.0
9.0,4,McLaren,101.798,28.05,36.788,36.96,164.20062487706832,38.935996273925376,0.1574803149606299,2021,Barcelona,Technical,Qualifying,2,123.0
11.0,4,McLaren,107.832,21.99,43.834,42.008,154.57279409587693,35.807682518787374,0.1527041357370095,2021,Barcelona,Technical,Qualifying,2,146.0
13.0,4,McLaren,78.01,21.827,29.167,27.016,215.6789137506764,71.7100238068179,0.1615271659324522,2021,Barcelona,Technical,Qualifying,1,33.0
14.0,4,McLaren,97.485,27.214,35.984,34.287,171.17114163558904,44.29510186879299,0.1490610328638497,2021,Barcelona,Technical,Qualifying,2,100.0
16.0,4,McLaren,78.052,21.807,29.057,27.188,216.16440926272512,70.99123459258786,0.1598240469208211,2021,Barcelona,Technical,Qualifying,1,38.0
2.0,14,Alpine,78.56,22.005,29.388,27.167,214.33298383631487,71.23422375165431,0.1644832605531295,2021,Barcelona,Technical,Qualifying,1,60.0
3.0,14,Alpine,109.479,30.445,39.127,39.907,152.12056226100287,29.72813408936188,0.1698113207547169,2021,Barcelona,Technical,Qualifying,2,151.0
5.0,14,Alpine,78.281,21.944,29.324,27.013,215.16939139485555,71.06531345993484,0.1625183016105417,2021,Barcelona,Technical,Qualifying,1,50.5
6.0,14,Alpine,103.924,29.405,38.415,36.104,160.75377375753175,31.495993686327903,0.0804851157662624,2021,Barcelona,Technical,Qualifying,2,133.0
8.0,14,Alpine,77.966,21.928,29.124,26.914,215.8370583199538,71.89877487708077,0.1527165932452276,2021,Barcelona,Technical,Qualifying,1,29.0
9.0,14,Alpine,105.819,28.195,39.145,38.479,157.87113506474444,31.05843988839136,0.093073593073593,2021,Barcelona,Technical,Qualifying,2,137.0
11.0,14,Alpine,95.203,21.875,31.85,41.478,175.57398868978922,50.57868698362054,0.2271634615384615,2021,Barcelona,Technical,Qualifying,0,90.0
13.0,14,Alpine,78.526,22.121,29.406,26.999,214.5652858496955,72.04404485405104,0.1703056768558952,2021,Barcelona,Technical,Qualifying,1,57.0
14.0,14,Alpine,93.967,25.926,33.902,34.139,177.75819939652752,43.95092506845483,0.1914634146341463,2021,Barcelona,Technical,Qualifying,2,87.0
16.0,14,Alpine,78.147,22.003,29.241,26.903,215.53594463137733,71.82342753887039,0.1739766081871345,2021,Barcelona,Technical,Qualifying,1,43.0
2.0,18,Aston Martin,79.077,22.095,29.606,27.376,212.78020519433124,68.27433745155852,0.1968162083936324,2021,Barcelona,Technical,Qualifying,1,69.0
3.0,18,Aston Martin,96.847,25.802,33.598,37.447,172.61257337120625,46.266536609554166,0.2234042553191489,2021,Barcelona,Technical,Qualifying,0,96.0
5.0,18,Aston Martin,78.241,21.881,29.244,27.116,215.1821875115207,69.49770292756261,0.1950146627565982,2021,Barcelona,Technical,Qualifying,1,47.0
6.0,18,Aston Martin,98.903,24.731,34.565,39.607,168.6078525058593,40.50302743900211,0.2363847045191193,2021,Barcelona,Technical,Qualifying,0,108.0
8.0,18,Aston Martin,77.974,21.925,29.081,26.968,215.90642629340687,70.69234539184316,0.1811487481590574,2021,Barcelona,Technical,Qualifying,1,30.0
9.0,18,Aston Martin,101.754,24.719,36.864,40.171,163.91185500762643,37.61181182021179,0.2553430821147356,2021,Barcelona,Technical,Qualifying,0,122.0
11.0,18,Aston Martin,78.467,21.946,29.277,27.244,215.2493268101661,69.69900905726031,0.1982507288629737,2021,Barcelona,Technical,Qualifying,1,56.0
12.0,18,Aston Martin,100.958,24.824,36.288,39.846,165.23771405580945,37.88852593840979,0.2426303854875283,2021,Barcelona,Technical,Qualifying,0,116.0
2.0,10,AlphaTauri,78.19,22.08,29.267,26.843,216.22088499397628,72.15168169869547,0.1554252199413489,2021,Barcelona,Technical,Qualifying,1,44.0
3.0,10,AlphaTauri,95.474,25.005,34.804,35.665,174.62225614478606,53.22788014721421,0.1848739495798319,2021,Barcelona,Technical,Qualifying,1,91.0
5.0,10,AlphaTauri,77.982,22.037,29.002,26.943,216.2700463103448,72.58105557281911,0.1411764705882353,2021,Barcelona,Technical,Qualifying,1,31.0
6.0,10,AlphaTauri,108.774,28.355,40.046,40.373,153.59921257472345,40.44835860730064,0.1652631578947368,2021,Barcelona,Technical,Qualifying,2,148.0
8.0,10,AlphaTauri,78.031,22.042,29.162,26.827,216.18383935531085,72.26617875340862,0.1478770131771596,2021,Barcelona,Technical,Qualifying,1,34.0
9.0,10,AlphaTauri,106.73,30.555,36.543,39.632,156.44032428309387,40.87673332789664,0.1566523605150214,2021,Barcelona,Technical,Qualifying,2,143.0
2.0,5,Aston Martin,78.895,21.97,29.576,27.349,213.5908321560753,69.89236335479872,0.1739130434782608,2021,Barcelona,Technical,Qualifying,1,65.0
3.0,5,Aston Martin,105.294,26.155,37.504,41.635,158.0465171366167,39.07805995887955,0.235038084874864,2021,Barcelona,Technical,Qualifying,0,136.0
5.0,5,Aston Martin,78.289,21.934,29.306,27.049,215.32415102175727,70.12922101701061,0.1669106881405563,2021,Barcelona,Technical,Qualifying,1,52.0
6.0,5,Aston Martin,101.95,27.512,36.69,37.748,163.89100100736468,38.73817854332803,0.1898876404494382,2021,Barcelona,Technical,Qualifying,2,124.0
8.0,5,Aston Martin,78.079,21.808,29.269,27.002,215.8716238077229,70.99526478389427,0.1732745961820851,2021,Barcelona,Technical,Qualifying,1,40.0
9.0,5,Aston Martin,97.981,26.076,34.979,36.926,170.50909120471718,41.91035240066056,0.183411214953271,2021,Barcelona,Technical,Qualifying,2,102.0
11.0,5,Aston Martin,78.096,21.8,29.373,26.923,216.1636107729496,70.35772191165499,0.1681286549707602,2021,Barcelona,Technical,Qualifying,1,42.0
12.0,5,Aston Martin,108.805,27.263,37.474,44.068,153.41558185959914,31.74695122967475,0.1778947368421052,2021,Barcelona,Technical,Qualifying,2,149.0
2.0,99,Alfa Romeo Racing,79.032,21.978,29.636,27.418,213.15438962242544,68.67336698845502,0.181159420289855,2021,Barcelona,Technical,Qualifying,1,67.0
3.0,99,Alfa Romeo Racing,102.886,26.012,34.854,42.02,161.85673617824276,44.91064861957217,0.2280311457174638,2021,Barcelona,Technical,Qualifying,0,127.0
5.0,99,Alfa Romeo Racing,78.549,21.949,29.384,27.216,214.49821019517853,69.61248670428387,0.1793002915451895,2021,Barcelona,Technical,Qualifying,1,58.0
6.0,99,Alfa Romeo Racing,94.754,24.605,33.884,36.265,175.7832365556677,50.340688620366535,0.1896135265700483,2021,Barcelona,Technical,Qualifying,2,88.0
8.0,99,Alfa Romeo Racing,79.57,22.085,30.05,27.435,211.96708426656824,67.53519449319225,0.1841726618705036,2021,Barcelona,Technical,Qualifying,1,75.0
9.0,99,Alfa Romeo Racing,96.541,25.125,35.709,35.707,172.9042651624955,46.70450098265051,0.1907582938388625,2021,Barcelona,Technical,Qualifying,2,95.0
11.0,99,Alfa Romeo Racing,78.356,21.843,29.349,27.164,215.40157169702223,70.54850106775646,0.1865889212827988,2021,Barcelona,Technical,Qualifying,1,53.0
12.0,99,Alfa Romeo Racing,96.888,24.496,34.888,37.504,172.28545118194234,47.64996685618753,0.1983471074380165,2021,Barcelona,Technical,Qualifying,2,98.0
2.0,63,Williams,95.607,22.45,30.062,43.095,175.1928940144571,55.43873071271696,0.1830143540669856,2021,Barcelona,Technical,Qualifying,1,92.0
4.0,63,Williams,78.635,21.958,29.503,27.174,214.61405110084428,70.63453214628727,0.1822157434402332,2021,Barcelona,Technical,Qualifying,1,62.0
5.0,63,Williams,98.76,27.789,34.87,36.101,168.55294498831802,47.879364041627184,0.1438515081206496,2021,Barcelona,Technical,Qualifying,2,107.0
7.0,63,Williams,78.445,21.913,29.401,27.131,214.89332098516348,71.50489075528282,0.1766423357664233,2021,Barcelona,Technical,Qualifying,1,55.0
8.0,63,Williams,115.144,35.612,39.954,39.578,145.03712529415156,33.31134377034907,0.0944333996023856,2021,Barcelona,Technical,Qualifying,2,154.0
10.0,63,Williams,79.154,22.136,29.714,27.304,212.714762777142,70.80950140882173,0.1705202312138728,2021,Barcelona,Technical,Qualifying,1,71.0
11.0,63,Williams,113.5,33.296,40.064,40.14,147.23160335321546,33.6329503221079,0.1268882175226586,2021,Barcelona,Technical,Qualifying,2,152.0
2.0,22,AlphaTauri,78.648,22.117,29.412,27.119,214.5555395882604,72.14229709582234,0.1353711790393013,2021,Barcelona,Technical,Qualifying,1,63.0
3.0,22,AlphaTauri,127.468,29.03,43.03,55.408,131.08883794529774,35.297991904823114,0.1626235399820305,2021,Barcelona,Technical,Qualifying,2,157.0
5.0,22,AlphaTauri,78.556,22.094,29.369,27.093,214.50809421437623,71.81097635363018,0.145985401459854,2021,Barcelona,Technical,Qualifying,1,59.0
6.0,22,AlphaTauri,129.126,31.16,41.216,56.75,128.72179133278482,35.23289894911981,0.1774622892635315,2021,Barcelona,Technical,Qualifying,2,158.0
2.0,7,Alfa Romeo Racing,79.073,21.941,29.675,27.457,212.97138652981835,70.15398988231294,0.181159420289855,2021,Barcelona,Technical,Qualifying,1,68.0
3.0,7,Alfa Romeo Racing,106.547,27.804,34.357,44.386,156.31717770079783,43.31878548076971,0.2685284640171858,2021,Barcelona,Technical,Qualifying,0,142.0
5.0,7,Alfa Romeo Racing,78.917,21.853,29.67,27.394,213.41045696359944,69.64717953377642,0.193033381712627,2021,Barcelona,Technical,Qualifying,1,66.0
6.0,7,Alfa Romeo Racing,104.894,28.265,36.692,39.937,158.70108170860073,38.54313283241977,0.2161572052401746,2021,Barcelona,Technical,Qualifying,0,134.0
2.0,47,Haas F1 Team,80.309,22.259,29.975,28.075,210.2334962794243,65.61489131720323,0.1652421652421652,2021,Barcelona,Technical,Qualifying,1,78.0
3.0,47,Haas F1 Team,96.456,24.797,35.783,35.876,173.23751403593357,45.90618433734145,0.2078384798099762,2021,Barcelona,Technical,Qualifying,0,94.0
5.0,47,Haas F1 Team,79.405,21.984,30.061,27.36,212.28988662994385,66.18593265411096,0.1864161849710982,2021,Barcelona,Technical,Qualifying,1,73.0
6.0,47,Haas F1 Team,89.913,24.264,33.137,32.512,185.71214768878207,56.01578481219932,0.1796178343949044,2021,Barcelona,Technical,Qualifying,1,83.0
8.0,47,Haas F1 Team,79.117,22.202,29.604,27.311,213.12673543080555,67.53806424801256,0.1562952243125904,2021,Barcelona,Technical,Qualifying,1,70.0
9.0,47,Haas F1 Team,98.708,24.433,36.058,38.217,169.47028380827132,41.85861199813196,0.2192575406032482,2021,Barcelona,Technical,Qualifying,0,106.0
2.0,6,Williams,80.241,22.38,30.049,27.812,209.8892778874589,70.99241843057979,0.2014285714285714,2021,Barcelona,Technical,Qualifying,1,77.0
3.0,6,Williams,101.003,26.086,36.707,38.21,165.04927126898954,50.28922539623283,0.2332955832389581,2021,Barcelona,Technical,Qualifying,0,117.0
5.0,6,Williams,79.431,22.234,29.789,27.408,211.86997279561848,71.00045087853638,0.1835260115606936,2021,Barcelona,Technical,Qualifying,1,74.0
6.0,6,Williams,103.862,26.3,39.14,38.422,160.349085519202,49.92963213272075,0.1872246696035242,2021,Barcelona,Technical,Qualifying,2,132.0
8.0,6,Williams,79.219,22.094,29.759,27.366,212.78689242487349,70.27048497048234,0.1895803183791606,2021,Barcelona,Technical,Qualifying,1,72.0
9.0,6,Williams,103.343,29.578,37.177,36.588,161.3452687144438,46.39376120825193,0.2305986696230598,2021,Barcelona,Technical,Qualifying,0,130.0
2.0,9,Haas F1 Team,80.56,22.338,30.226,27.996,209.39265563069208,64.07445780277631,0.1815602836879432,2021,Barcelona,Technical,Qualifying,1,80.0
3.0,9,Haas F1 Team,95.009,25.469,34.472,35.068,175.56746996010162,46.73047927482859,0.2207478890229191,2021,Barcelona,Technical,Qualifying,0,89.0
5.0,9,Haas F1 Team,81.158,22.543,30.799,27.816,207.89775702096185,61.83988623402747,0.2135785007072135,2021,Barcelona,Technical,Qualifying,1,81.0
6.0,9,Haas F1 Team,93.855,25.132,34.239,34.484,177.9228553635622,49.28957805409394,0.2180267965895249,2021,Barcelona,Technical,Qualifying,0,86.0
8.0,9,Haas F1 Team,79.807,22.232,30.036,27.539,211.5794068015488,64.7657282669456,0.1982758620689655,2021,Barcelona,Technical,Qualifying,1,76.0
9.0,9,Haas F1 Team,99.897,28.418,36.658,34.821,167.4006003254392,40.0913171608676,0.2153493699885452,2021,Barcelona,Technical,Qualifying,0,112.0
1.0,16,Ferrari,122.245,41.672,53.11,27.463,96.90633776571048,27.563311026115883,0.2866379310344827,2022,Monaco,Street,Qualifying,0,305.0
2.0,16,Ferrari,74.892,20.134,35.102,19.656,157.39373417586177,54.32097837104226,0.2943262411347517,2022,Monaco,Street,Qualifying,0,98.0
3.0,16,Ferrari,105.643,34.902,46.629,24.112,111.82156289236012,31.29488197433348,0.2981366459627329,2022,Monaco,Street,Qualifying,0,279.0
4.0,16,Ferrari,72.939,19.351,34.263,19.325,164.40167828518275,56.32341635091227,0.3062730627306273,2022,Monaco,Street,Qualifying,0,42.0
5.0,16,Ferrari,100.361,27.058,48.237,25.066,118.62362863323108,32.11017017119075,0.3104359313077939,2022,Monaco,Street,Qualifying,0,251.0
6.0,16,Ferrari,72.569,19.174,34.06,19.335,163.20848356552287,57.06124118795766,0.2776769509981851,2022,Monaco,Street,Qualifying,0,23.0
7.0,16,Ferrari,105.036,25.596,51.822,27.618,111.76345579645547,28.85668228805712,0.2665832290362954,2022,Monaco,Street,Qualifying,0,275.0
8.0,16,Ferrari,89.131,23.415,43.145,22.571,132.6410919831291,39.090424214954325,0.3110773899848255,2022,Monaco,Street,Qualifying,0,148.0
10.0,16,Ferrari,103.407,38.153,41.806,23.448,116.36384327912484,37.51843620470287,0.2748387096774193,2022,Monaco,Street,Qualifying,0,264.0
11.0,16,Ferrari,72.092,19.141,33.913,19.038,165.00691550335378,57.69768182077147,0.2703703703703703,2022,Monaco,Street,Qualifying,0,12.0
12.0,16,Ferrari,98.168,27.412,46.526,24.23,120.52394004631724,31.8134090201472,0.2870619946091644,2022,Monaco,Street,Qualifying,0,221.0
13.0,16,Ferrari,90.972,25.026,42.952,22.994,129.3148596006556,36.62987822419947,0.2986822840409956,2022,Monaco,Street,Qualifying,0,156.0
14.0,16,Ferrari,71.864,18.907,33.928,19.029,163.896107239444,57.55137411963951,0.2828467153284671,2022,Monaco,Street,Qualifying,0,6.0
16.0,16,Ferrari,103.434,36.972,41.793,24.669,114.01980714203891,33.54243190960247,0.3124215809284818,2022,Monaco,Street,Qualifying,0,265.0
17.0,16,Ferrari,95.859,23.386,45.837,26.636,124.65372327478885,34.963457187739394,0.3232462173314993,2022,Monaco,Street,Qualifying,0,198.0
19.0,16,Ferrari,91.454,28.875,39.992,22.587,127.85587706101462,41.92524582097676,0.2988505747126437,2022,Monaco,Street,Qualifying,0,157.0
20.0,16,Ferrari,71.376,18.872,33.738,18.766,165.09358655669357,58.53702313257124,0.2635514018691589,2022,Monaco,Street,Qualifying,0,1.0
21.0,16,Ferrari,100.19,25.632,47.94,26.618,118.85473990869824,33.20634254339497,0.2840158520475561,2022,Monaco,Street,Qualifying,0,250.0
23.0,16,Ferrari,114.474,39.503,45.017,29.954,102.6805139905992,32.3166084082089,0.265661252900232,2022,Monaco,Street,Qualifying,0,299.0
1.0,55,Ferrari,117.457,35.353,51.837,30.267,100.52184743009202,28.37192429660648,0.2984234234234234,2022,Monaco,Street,Qualifying,0,304.0
2.0,55,Ferrari,86.147,20.792,41.618,23.737,136.61963650095808,41.62393388050506,0.3328267477203647,2022,Monaco,Street,Qualifying,0,134.0
3.0,55,Ferrari,73.292,19.589,34.489,19.214,161.29603441587176,53.734762124948695,0.2960992907801418,2022,Monaco,Street,Qualifying,0,57.5
4.0,55,Ferrari,98.231,26.805,46.956,24.47,122.18468145385616,30.50308851597033,0.268595041322314,2022,Monaco,Street,Qualifying,0,222.0
5.0,55,Ferrari,98.36,25.765,45.606,26.989,119.72941470500506,31.748010114693304,0.2516823687752355,2022,Monaco,Street,Qualifying,0,224.0
6.0,55,Ferrari,72.616,19.392,34.106,19.118,163.4639030282328,54.04345390623233,0.3047445255474452,2022,Monaco,Street,Qualifying,0,26.0
7.0,55,Ferrari,106.895,26.049,48.589,32.257,111.93514967546945,28.59120682947988,0.2324723247232472,2022,Monaco,Street,Qualifying,2,286.0
8.0,55,Ferrari,107.573,28.263,46.43,32.88,111.13083081555128,29.4440860576792,0.2289308176100629,2022,Monaco,Street,Qualifying,2,290.0
10.0,55,Ferrari,94.866,31.408,38.446,25.012,125.0484043521538,40.10081122403369,0.2379603399433427,2022,Monaco,Street,Qualifying,0,191.0
11.0,55,Ferrari,72.074,19.212,33.899,18.963,165.03975937995654,55.46351312144181,0.3019891500904159,2022,Monaco,Street,Qualifying,0,10.0
12.0,55,Ferrari,98.352,27.833,44.216,26.303,119.14628286321908,26.717113544929,0.2249322493224932,2022,Monaco,Street,Qualifying,2,223.0
13.0,55,Ferrari,103.597,33.585,45.244,24.768,113.74338573570144,30.346974337012377,0.2816901408450704,2022,Monaco,Street,Qualifying,0,267.0
14.0,55,Ferrari,98.442,19.174,36.253,43.015,118.74478289545252,35.55379014467352,0.3229729729729729,2022,Monaco,Street,Qualifying,0,225.0
15.0,55,Ferrari,101.692,31.681,44.567,25.444,116.13750812874054,31.483667489056582,0.2121212121212121,2022,Monaco,Street,Qualifying,2,256.0
16.0,55,Ferrari,92.033,21.304,46.412,24.317,129.19039869935088,35.782137369394285,0.2485955056179775,2022,Monaco,Street,Qualifying,0,164.0
17.0,55,Ferrari,76.897,19.117,33.914,23.866,151.6897234716491,47.37342834089287,0.3115577889447236,2022,Monaco,Street,Qualifying,0,113.0
18.0,55,Ferrari,108.816,30.005,46.91,31.901,109.83926004629028,29.091838257576004,0.241504854368932,2022,Monaco,Street,Qualifying,0,295.0
19.0,55,Ferrari,72.322,19.191,34.057,19.074,162.10656243647955,53.80826797819937,0.3071297989031079,2022,Monaco,Street,Qualifying,0,17.0
21.0,55,Ferrari,98.908,35.129,40.856,22.923,118.55133809408105,39.41130564950137,0.2100271002710027,2022,Monaco,Street,Qualifying,2,232.0
22.0,55,Ferrari,71.601,18.964,33.738,18.899,165.17442708518254,56.68339459018625,0.315018315018315,2022,Monaco,Street,Qualifying,0,2.0
24.0,55,Ferrari,114.507,39.489,45.232,29.786,104.70336794876638,35.09177083888253,0.2192262602579132,2022,Monaco,Street,Qualifying,2,300.0
1.0,11,Red Bull Racing,95.797,26.182,39.097,30.518,124.3715130874078,38.385537026317245,0.2578347578347578,2022,Monaco,Street,Qualifying,0,197.0
2.0,11,Red Bull Racing,74.369,19.879,34.873,19.617,158.66541177636066,52.918730709643256,0.328719723183391,2022,Monaco,Street,Qualifying,0,85.0
3.0,11,Red Bull Racing,108.691,32.451,39.369,36.871,109.05304125115876,29.621678265211937,0.2306748466257668,2022,Monaco,Street,Qualifying,2,294.0
4.0,11,Red Bull Racing,73.292,19.583,34.484,19.225,159.97526568857643,52.83697418526321,0.2744755244755245,2022,Monaco,Street,Qualifying,0,57.5
5.0,11,Red Bull Racing,99.58,25.64,50.147,23.793,116.27918169025386,28.13812565940699,0.3036935704514364,2022,Monaco,Street,Qualifying,0,239.0
6.0,11,Red Bull Racing,73.324,19.596,34.42,19.308,160.97284863799598,53.984538562851256,0.2717190388170055,2022,Monaco,Street,Qualifying,0,60.0
7.0,11,Red Bull Racing,93.426,26.392,44.376,22.658,126.87062199610342,32.136649915849844,0.2517385257301808,2022,Monaco,Street,Qualifying,0,175.0
8.0,11,Red Bull Racing,73.004,19.28,34.519,19.205,161.97120349403266,55.01722131733544,0.2920353982300885,2022,Monaco,Street,Qualifying,0,45.0
10.0,11,Red Bull Racing,93.087,26.87,39.541,26.676,128.01351390327443,40.40340977362951,0.3122302158273381,2022,Monaco,Street,Qualifying,0,171.0
11.0,11,Red Bull Racing,72.059,19.03,34.049,18.98,163.09102680628644,54.55681884559765,0.2627737226277372,2022,Monaco,Street,Qualifying,0,9.0
12.0,11,Red Bull Racing,168.874,26.736,42.617,99.521,68.78340825971875,21.38348043668799,0.2411067193675889,2022,Monaco,Street,Qualifying,2,309.0
13.0,11,Red Bull Racing,86.0,25.159,39.247,21.594,138.90282235194775,42.11176258098993,0.2671755725190839,2022,Monaco,Street,Qualifying,0,133.0
14.0,11,Red Bull Racing,71.954,18.967,34.045,18.942,162.61488367193098,54.804140104650585,0.2695810564663023,2022,Monaco,Street,Qualifying,0,8.0
16.0,11,Red Bull Racing,94.027,22.814,40.114,31.099,124.73469485484463,40.1390326607696,0.2792665726375176,2022,Monaco,Street,Qualifying,0,181.0
17.0,11,Red Bull Racing,72.09,18.972,34.035,19.083,164.98657000324343,55.275474683713554,0.2820976491862568,2022,Monaco,Street,Qualifying,0,11.0
19.0,11,Red Bull Racing,93.884,25.734,40.264,27.886,127.9706369297645,41.44418664245982,0.3058321479374111,2022,Monaco,Street,Qualifying,0,179.0
20.0,11,Red Bull Racing,71.629,18.909,33.891,18.829,163.94823332159905,56.308090805054505,0.2783882783882784,2022,Monaco,Street,Qualifying,0,3.0
21.0,11,Red Bull Racing,90.801,26.268,42.71,21.823,129.47835432204715,32.14818761981188,0.2463976945244956,2022,Monaco,Street,Qualifying,0,154.0
22.0,11,Red Bull Racing,74.187,18.904,34.284,20.999,158.62117882269516,53.3625388993493,0.2854640980735551,2022,Monaco,Street,Qualifying,0,82.0
24.0,11,Red Bull Racing,91.935,22.769,36.857,32.309,127.40196055254924,42.271699738712286,0.2817919075144509,2022,Monaco,Street,Qualifying,0,163.0
